PaymentType,Product,hard drive,PostalCode,system,Department,Address,Quantity,State,feed,Date,sensor,City,capacitor,capacitor,transmitter,CustomerName,Total,Gender,transmitter,array,Time,Store,InvoiceId,ProductPrice
"EWallet","Sleek Concrete Pants",39.54,41190,"firewall","Movies, Automotive & Industrial","97962 Clare Roads",5,"MT",7693534,"8-19-2021",3139285,"South Raphaelle",false,false,4031901,"Vidal Farrell MD",287.70,"Male",540045,9011098,"3:35:23","Parisian, Wolff and Gorczany",812603,57.54
"Cash","Incredible Concrete Computer",67.50,44671,3619942,"Home","880 Parisian Rue",9,"SD","connecting","5-24-2021",3695125,"Lake Noelia",8856138,2822753,4813413,"Llewellyn Lakin MD",395.10,"Male",6411188,8489473,"14:55:32","Parisian, Wolff and Gorczany",900065,43.90
"Cash","Awesome Wooden Computer","transmit",92953,8589423,"Toys, Industrial & Garden","25799 Rebekah Roads",5,"IL","navigating","5-1-2021",7622930,"North Oletafort",7630899,2051917,95.45,"Miss Julian Buckridge",354.25,"Male",31.38,8630071,"5:3:19","Auer V",138720,70.85
"EWallet","Intelligent Granite Hat",77.84,58541,"array","Music & Electronics","1375 Effertz Manors",5,"CT",true,"9-13-2021",26.52,"West Kurt",false,false,true,"Wayne Stark PhD",448.25,"Male",false,52.35,"18:55:21","McClure, Block and Franecki",702186,89.65
"Visa","Rustic Cotton Shoes",1.03,88933,61.01,"Games, Tools & Outdoors","470 Ladarius Plaza",2,"WA",96.61,"10-2-2021",false,"Ashtynmouth","generate","alarm","bus","Abelardo McDermott",108.96,"Female","circuit",false,"18:47:11","Kuphal, Spencer and Blanda",301842,54.48
"AMEX","Fantastic Concrete Shoes","indexing",13302,"back-end","Books & Shoes","13284 Bode Lock",9,"MN",57.91,"4-2-2021",3437386,"Port Daniellefurt",3952773,1763021,4556229,"Griffin Bartoletti",682.92,"Male",1698191,2501172,"1:44:7","Wiegand-Tillman",820313,75.88
"MasterCard","Fantastic Concrete Shirt",1492005,62884,"microchip","Computers & Garden","3332 Ramona Shoal",1,"NJ","synthesizing","9-16-2021",91.21,"Prohaskaville","transmit","XSS","hack","Libbie Romaguera",42.33,"Male","SAS","JBOD","8:47:42","Parisian, Wolff and Gorczany",980489,42.33
"AMEX","Rustic Cotton Shoes",165760,40955,5631041,"Industrial, Jewelery & Games","72742 Emard Knolls",7,"RI",240868,"4-3-2021",3592614,"South Linnea",40.80,0.65,64.16,"Nick Rohan",132.65,"Male",87.25,false,"3:21:15","Wiegand-Tillman",889682,18.95
"AMEX","Intelligent Wooden Shoes",false,61017,88.92,"Beauty & Garden","122 Ondricka Villages",1,"NC",false,"10-21-2021","bypassing","Zechariahside","hard drive","compressing",false,"Dr. Hailie Haag",66.66,"Male",true,47.57,"4:4:44","Parisian, Wolff and Gorczany",936445,66.66
"Cash","Awesome Granite Chair",99.59,52900,62.53,"Music","29114 Rice Green",2,"RI",true,"9-22-2021",49.13,"West Adalinefort",8.56,70.83,true,"Matt Littel",15.78,"Male",true,46.97,"13:52:42","Armstrong, Strosin and Altenwerth",337123,7.89
"EWallet","Sleek Concrete Hat",60.07,54262,"IB","Shoes, Clothing & Computers","283 Vandervort Hills",2,"PA","auxiliary","6-20-2021",19.41,"South Reginald",3295643,8027011,2198664,"Dulce Murray IV",54.64,"Male",3045680,2857417,"22:46:50","Kuphal, Spencer and Blanda",353603,27.32
"EWallet","Practical Concrete Car","firewall",41390,false,"Shoes & Beauty","586 Yasmine Freeway",2,"ME","copying","7-25-2021",9064238,"Nienowburgh","PNG","backing up","hacking","Jakayla Cremin",48.52,"Female","reboot","microchip","23:14:0","Armstrong, Strosin and Altenwerth",318237,24.26
"Cash","Fantastic Plastic Shirt","wireless",82549,1568232,"Garden & Jewelery","8910 Kohler Island",7,"IN",8791825,"6-12-2021",true,"Lorineland",4490324,9387770,3245988,"Olaf Considine",406.49,"Female",6138739,false,"22:14:9","Considine PhD",802165,58.07
"Cash","Rustic Steel Chair","CSS",50445,true,"Books, Movies & Clothing","41266 Micheal Lights",3,"NJ","circuit","10-7-2021","protocol","Lebsackland",4975986,3135389,79.38,"Ms. Rollin Trantow",76.47,"Male",2.48,true,"11:27:30","Kuphal, Spencer and Blanda",788299,25.49
"AMEX","Incredible Granite Car",true,25509,37.75,"Movies","1505 Streich View",10,"WV",true,"3-15-2021",true,"Cormierton","index","COM",36.11,"Waylon Ebert II",684.30,"Female",72.86,true,"12:38:49","Larkin-McClure",294219,68.43
"Visa","Practical Concrete Chair",49.01,65627,false,"Kids & Grocery","3857 Gunner Roads",10,"GA",true,"8-4-2021","CSS","Frederickhaven",false,false,"COM","Paula Effertz",53.60,"Male","bandwidth",69.16,"23:11:41","Auer V",412327,5.36
"MasterCard","Ergonomic Granite Pants",3917085,88411,"PNG","Garden, Baby & Outdoors","640 Willms Lodge",10,"MA","open-source","9-22-2021","copy","Kochborough","port","HTTP",true,"Coralie Weber DDS",532.40,"Male",false,"ADP","16:2:53","Parisian, Wolff and Gorczany",176833,53.24
"EWallet","Sleek Wooden Shirt",25.14,11338,1915774,"Health, Sports & Beauty","1857 Hilll Rapids",9,"UT",4905667,"4-2-2021",74.68,"New Jedediahport",2021960,3296534,true,"Katherine Feil",437.58,"Male",true,"primary","4:12:50","Wiegand-Tillman",942470,48.62
"Visa","Awesome Wooden Hat",3124359,42795,12.83,"Computers","4210 Hilll Circles",5,"MD",1198497,"10-22-2021",99.05,"Schummville",35.01,24.38,true,"Niko Breitenberg",336.10,"Female",true,97.14,"4:44:11","Larkin-McClure",666040,67.22
"Visa","Ergonomic Rubber Chair",49.72,15672,12.30,"Tools","727 Batz Springs",2,"NY",9.12,"9-4-2021",71.88,"Port Donato",false,false,false,"Daniela Bednar",30.66,"Female",true,70.91,"12:32:14","Wiegand-Tillman",897215,15.33
"EWallet","Rustic Rubber Chair",42.87,58302,3562600,"Books & Automotive","116 Terrell Row",3,"MN",9062721,"6-27-2021",92.72,"Lake Marlinbury",8333483,9028582,9453968,"Emery Gleason",168.90,"Male",3416573,1676523,"18:46:41","McClure, Block and Franecki",403770,56.30
"EWallet","Gorgeous Steel Pants","feed",90607,30.21,"Games","892 Monahan Village",6,"FL","online","10-20-2021","neural","South Shanon","connect","navigate",65.11,"Erica Effertz III",572.40,"Female",1.03,true,"13:56:39","Kshlerin DDS",873587,95.40
"EWallet","Sleek Wooden Shoes","PNG",58547,4526861,"Clothing","376 Hans Key",9,"MT","synthesizing","12-7-2020","calculate","Modestaville",false,true,35.55,"Sierra Wolf",366.48,"Female",71.52,6877512,"11:59:27","Lakin, O'Connell and Monahan",183434,40.72
"AMEX","Awesome Plastic Car",54.31,38764,false,"Sports, Clothing & Jewelery","21804 Greta Place",3,"OR","SAS","1-11-2021",243778,"Schimmelmouth",false,true,false,"Vance Glover",275.16,"Female",false,29.18,"15:19:44","Larkin-McClure",665635,91.72
"Visa","Rustic Steel Chair",54.10,34330,false,"Outdoors & Home","601 Sienna Mountains",5,"AL",true,"9-12-2021",false,"Dianaville",90.20,52.55,"sensor","Dennis Skiles",499.90,"Male","calculating",1544045,"16:25:34","Larkin-McClure",892771,99.98
"MasterCard","Practical Plastic Car",2463929,12007,false,"Sports & Books","149 Myah Wells",2,"PA",2710921,"9-15-2021",6576849,"Elliotland",7655200,7143499,true,"Jayde Haley",95.94,"Male",true,3024212,"3:10:58","Lakin, O'Connell and Monahan",705236,47.97
"MasterCard","Small Concrete Computer",9058758,43371,8066346,"Games","32787 Balistreri Creek",3,"MN",1663983,"3-22-2021","feed","Kautzerland",87.37,50.73,891539,"Rosendo Hills",78.96,"Male",6301677,7499067,"10:35:46","Auer V",809754,26.32
"MasterCard","Small Plastic Gloves",7470247,98790,3196222,"Grocery, Tools & Sports","29082 Lakin Field",8,"IN",3110608,"4-3-2021",true,"Margieburgh","programming","compress",true,"Elvis Carter",429.44,"Male",true,false,"20:4:29","McClure, Block and Franecki",834712,53.68
"EWallet","Intelligent Plastic Pants","transmitter",35368,true,"Tools, Toys & Books","71724 Bergnaum Plaza",3,"TN",31.75,"9-1-2021",true,"West Lilaborough","COM","overriding",68.25,"Jadon Upton",275.22,"Female",30.10,"index","6:31:45","Kuphal, Spencer and Blanda",422609,91.74
"EWallet","Practical Plastic Shoes",6860098,37529,69.71,"Tools & Beauty","8802 Krystal Port",10,"NH",39.06,"5-5-2021",true,"Hammesberg",51.81,11.82,75.14,"Manuela O'Conner",454.40,"Female",10.72,false,"0:37:15","McClure, Block and Franecki",939463,45.44
"Visa","Small Granite Gloves","quantifying",23164,false,"Baby","7610 Bogan Mount",2,"AR","optical","8-13-2021",32.12,"North Jamel",true,true,2067866,"Kaley Gleichner",160.78,"Female",8370931,true,"14:17:5","Wiegand-Tillman",727904,80.39
"AMEX","Practical Granite Chair",false,67221,true,"Grocery & Health","3663 Linnea Crest",9,"AR",5276071,"10-24-2021","hack","North Brian","synthesize","navigating",79.06,"Emmanuelle Shields Sr.",227.52,"Male",75.54,4106084,"14:37:33","Kshlerin DDS",797212,25.28
"MasterCard","Sleek Plastic Table","SAS",16566,"reboot","Home, Toys & Garden","30676 Watsica Mission",2,"WY",49.53,"9-15-2021","back-end","West Jaidaside",72.88,22.54,true,"Miss Joanne Hyatt",7.18,"Male",false,true,"23:34:54","Auer V",907791,3.59
"MasterCard","Small Concrete Chair",2118572,49743,50.51,"Toys & Grocery","84205 Melyna Drive",8,"PA",true,"5-20-2021",5115072,"Daletown",1718599,8536767,48.69,"Macey Keeling PhD",625.44,"Female",71.96,true,"10:2:33","Parisian, Wolff and Gorczany",803325,78.18
"MasterCard","Practical Steel Car",87.91,27418,true,"Automotive & Movies","794 Ward Coves",10,"WI",73.70,"7-16-2021",true,"Izaiahchester","primary","programming","haptic","Abner Leuschke",633.20,"Female","bandwidth","index","22:51:56","McClure, Block and Franecki",924926,63.32
"EWallet","Intelligent Wooden Car",6.49,19076,false,"Home, Jewelery & Computers","53379 Berniece Expressway",5,"IN","quantify","10-12-2021",7393785,"Janickborough",18.87,81.62,"PCI","Camilla Hayes",355.45,"Male","SMS",true,"21:9:41","Parisian, Wolff and Gorczany",201774,71.09
"Visa","Awesome Steel Hat","hacking",66219,"programming","Music & Electronics","13727 Rosamond Street",2,"MD","programming","8-24-2021",false,"West Linnea",7633432,4059643,6396917,"Ms. Leopoldo Stracke",189.20,"Male",1476902,51.17,"4:14:13","Wiegand-Tillman",190785,94.60
"Cash","Practical Wooden Gloves",5965359,15836,7786709,"Kids & Baby","7744 Mariane Plains",2,"HI",false,"5-25-2021",1507858,"Tommieland",false,false,"CSS","Brody Bailey",61.72,"Female","transmitting",21.62,"22:27:9","Larkin-McClure",283478,30.86
"Cash","Intelligent Cotton Shoes",34.43,15974,true,"Electronics & Movies","75175 Tanner Neck",4,"AZ",true,"10-25-2021",83.10,"Murazikshire",43.33,32.62,96.11,"Evert Bartell",50.24,"Female",31.69,82.51,"7:15:35","Parisian, Wolff and Gorczany",332203,12.56
"AMEX","Gorgeous Plastic Shoes",31.03,80385,94.78,"Industrial","17255 Kutch Bypass",4,"MO",29.95,"10-25-2021",4640126,"Reggiechester",8783790,1448857,"USB","Althea Gottlieb DDS",382.44,"Female","mobile",true,"7:46:57","Armstrong, Strosin and Altenwerth",548649,95.61
"MasterCard","Incredible Steel Hat",5013152,94799,7047618,"Industrial & Books","212 Connelly Ways",5,"VT",3290477,"10-23-2021",50.75,"Lake Hester","driver","compress",true,"Bertram Hessel",338.45,"Male",false,4526542,"16:21:32","Lakin, O'Connell and Monahan",157012,67.69
"Visa","Sleek Cotton Shoes","ADP",72967,25.26,"Industrial, Jewelery & Tools","394 Yost Camp",6,"CO",2645630,"6-4-2021","navigate","New Nikki","copying","SMS",5557561,"Jon Hudson IV",340.44,"Male",3804963,5269550,"4:22:10","Larkin-McClure",415889,56.74
"AMEX","Rustic Rubber Chair",6993815,13253,23.63,"Sports & Outdoors","674 Savannah Trace",2,"AZ",8979144,"6-9-2021",10.23,"North Mayamouth",false,false,4514059,"Art Schimmel",25.22,"Male",4992242,false,"5:57:45","Kuphal, Spencer and Blanda",154602,12.61
"AMEX","Gorgeous Plastic Shoes",true,47048,true,"Games","841 Kerluke Mall",3,"AK",57.06,"10-19-2021",7.30,"North Valentina",42.86,5.92,true,"Lue Lebsack",12.93,"Female",false,78.96,"7:50:45","Lakin, O'Connell and Monahan",655554,4.31
"Visa","Awesome Granite Pants",8598016,13787,"alarm","Beauty & Grocery","30414 Dillan Center",3,"CT",3199725,"2-24-2021",9188694,"Port Shany",true,true,26.06,"Casandra Gorczany",259.77,"Male",62.43,2748535,"9:53:32","Kshlerin DDS",532378,86.59
"Cash","Rustic Rubber Hat",6892364,57128,5492152,"Tools, Toys & Sports","69884 Claude Manor",4,"NH",87.77,"9-16-2021","navigating","East Emeliafurt",false,true,"navigating","Mr. Mylene Boehm",19.52,"Male","firewall",10.26,"22:33:46","Parisian, Wolff and Gorczany",851578,4.88
"Visa","Awesome Cotton Hat",7032117,75522,1213598,"Beauty, Baby & Garden","18941 Mraz Crossing",7,"WY",812692,"5-5-2021","compressing","East Myron",72245,2890906,false,"Mrs. Titus Kub",271.95,"Female",true,false,"18:34:24","Armstrong, Strosin and Altenwerth",875916,38.85
"Cash","Incredible Plastic Car",2883361,10502,true,"Music, Tools & Baby","15211 Raymond Ranch",2,"DE","neural","9-23-2021",true,"West Jodiestad",98.37,61.44,true,"Cecilia Rogahn",118.32,"Female",false,true,"2:9:29","Lakin, O'Connell and Monahan",342002,59.16
"EWallet","Awesome Steel Shoes",1437260,54524,true,"Health & Baby","3990 Arne Ridge",9,"SC",true,"4-10-2021",15.52,"Juliomouth",true,true,false,"Vernice Goldner MD",400.14,"Female",true,"sensor","18:56:27","Auer V",267170,44.46
"Visa","Incredible Concrete Table",4601240,28490,true,"Automotive","51343 Ali Fields",2,"AK",false,"6-17-2021","calculate","Maymiestad",false,true,"THX","Durward Berge",194.74,"Female","reboot",87.01,"21:9:5","Lakin, O'Connell and Monahan",735640,97.37
"MasterCard","Intelligent Granite Car","navigate",66431,1504790,"Tools, Music & Industrial","158 Dominique Pike",5,"NE",6639883,"10-21-2021",19.53,"West Reed","THX","synthesizing",7612822,"Miss Pearline Denesik",405.20,"Male",4730024,2166005,"13:55:41","Wiegand-Tillman",186723,81.04
"MasterCard","Awesome Concrete Computer","SDD",36629,"transmit","Computers","395 Ezra Estate",10,"NY",2.98,"3-27-2021",53.84,"Port Dane",6379612,804235,65.68,"Destiney Mueller",466.20,"Male",1.64,52.21,"9:19:6","McClure, Block and Franecki",442427,46.62
"EWallet","Gorgeous Wooden Gloves",37.72,89060,34.18,"Automotive","4538 Emmerich Plains",10,"OK",70.16,"8-21-2021","panel","New Timmothy",true,false,true,"Dariana Wintheiser Jr.",404.70,"Female",true,"overriding","23:38:2","Armstrong, Strosin and Altenwerth",404475,40.47
"Visa","Awesome Wooden Chair",71.05,77538,34.29,"Toys","758 Adams Wells",4,"NC",57.37,"10-2-2021",true,"Port Jarrod",82.67,42.70,5.92,"Bonnie Medhurst",221.00,"Female",29.03,18.74,"8:45:43","Kshlerin DDS",999844,55.25
"AMEX","Small Wooden Gloves","neural",65904,4.36,"Music & Toys","4583 Klein Unions",8,"OH","circuit","8-30-2021",true,"Lake Heidiside",true,false,39.44,"Dr. Ludie Kunze",95.20,"Male",35.93,98.29,"21:54:2","Wiegand-Tillman",526463,11.90
"EWallet","Fantastic Wooden Table","compress",92311,5794504,"Tools","4803 Kip Crossing",9,"ME","solid state","10-17-2021",8671026,"New Alycia","hack","feed","bus","Renee Streich",13.32,"Female","bandwidth",true,"7:24:11","Lakin, O'Connell and Monahan",482687,1.48
"AMEX","Small Concrete Table","solid state",37597,false,"Outdoors, Shoes & Garden","8637 Tristian Estates",6,"WY",4315263,"6-26-2021","calculating","Lake Emmy",true,true,3799338,"Mr. Myrtle Koepp",278.10,"Female",8989544,5114979,"10:38:58","Kshlerin DDS",844731,46.35
"AMEX","Practical Granite Pants","alarm",84236,"system","Games & Kids","93487 Zena Hills",5,"NH",37.99,"10-24-2021",true,"Zboncakport",64.56,14.41,true,"Krystal Stracke",196.80,"Male",true,true,"22:33:41","McClure, Block and Franecki",910454,39.36
"AMEX","Intelligent Rubber Shirt",false,24591,75.75,"Garden, Electronics & Automotive","35937 Naomie Islands",10,"GA",true,"4-9-2021",61.96,"New Nona",24.50,11.43,73.98,"Daija Streich",426.90,"Male",10.13,true,"15:24:54","Larkin-McClure",267380,42.69
"Visa","Sleek Wooden Hat",10.05,66959,"panel","Computers, Clothing & Outdoors","66022 Krajcik Points",8,"MO",true,"10-21-2021",58.81,"Maxieland",3760961,3736084,167928,"Everett Boyer IV",608.48,"Male",155359,6367729,"5:4:27","Auer V",102581,76.06
"Cash","Incredible Plastic Table",true,23148,186342,"Industrial, Automotive & Home","59635 Schowalter Alley",5,"NY","navigate","10-21-2021","synthesize","Kayleyton",true,true,5826246,"Ebony Beatty",222.15,"Female",8670083,"hack","1:6:21","Considine PhD",147815,44.43
"Cash","Incredible Granite Gloves","synthesizing",76860,"COM","Toys & Electronics","9816 Ziemann Station",9,"LA","navigate","9-17-2021",true,"New Noel",2062165,1435532,"EXE","Ruthie Bernier V",836.91,"Female","digital",false,"6:38:35","Armstrong, Strosin and Altenwerth",578479,92.99
"EWallet","Intelligent Rubber Chair",2738020,78748,false,"Clothing & Books","32931 Elouise Plaza",4,"NM",true,"9-27-2021",29.14,"Maziefort",8919504,4174195,2.17,"Marlene Toy",193.32,"Female",65.19,false,"18:59:38","Considine PhD",663020,48.33
"MasterCard","Rustic Concrete Gloves",77.24,99980,true,"Movies & Kids","82061 Hoppe Motorway",4,"MT",63.45,"6-11-2021",true,"West Tommie",true,false,false,"Van Ankunding I",236.52,"Female",true,true,"9:19:51","Parisian, Wolff and Gorczany",803907,59.13
"Cash","Incredible Granite Shirt",true,58884,28.11,"Jewelery & Sports","536 Jeffrey Ferry",5,"AK",false,"10-24-2021",true,"Lake Danemouth",7340146,5506656,true,"Michael O'Kon",389.60,"Male",true,true,"18:23:9","Wiegand-Tillman",866922,77.92
"MasterCard","Intelligent Cotton Chair",true,26996,"backing up","Home","4031 Mosciski Rest",9,"VT","back-end","5-15-2021",false,"North Daisyfort","PNG","open-source",false,"Royce Friesen",442.62,"Male",false,2047201,"8:55:32","Kshlerin DDS",387662,49.18
"MasterCard","Intelligent Granite Hat",1851580,43101,"synthesizing","Clothing & Electronics","64170 Price Inlet",3,"MA","JSON","2-12-2021",91.40,"Boehmbury","application","open-source",true,"Garret Corwin",287.04,"Female",true,8894704,"5:52:21","Kuphal, Spencer and Blanda",871675,95.68
"AMEX","Sleek Steel Computer",false,96490,38.55,"Health","302 Evie Islands",10,"NM",3626676,"6-17-2021","interface","Lake Marianneborough",85.35,48.23,"1080p","Mrs. Mae Huel",541.00,"Male","protocol",false,"0:59:40","Lakin, O'Connell and Monahan",794306,54.10
"EWallet","Rustic Cotton Car",false,77643,33.05,"Beauty","9173 Anika Meadows",6,"CT",7101868,"6-13-2021",31.37,"Dooleychester",81.34,80.87,4.32,"Reinhold Stokes",504.60,"Female",39.72,90.52,"15:1:40","Auer V",999499,84.10
"Visa","Sleek Granite Table",175286,81117,"matrix","Jewelery, Games & Automotive","90807 Kerluke Plains",5,"AZ","multi-byte","9-2-2021",5579429,"East Kaitlyn",true,false,3824272,"Christiana Mueller",298.75,"Female",8433850,true,"12:2:58","Larkin-McClure",147381,59.75
"AMEX","Gorgeous Wooden Table","online",69812,false,"Health, Home & Electronics","7543 Tressie Oval",2,"RI","programming","4-1-2021",false,"O'Konbury",1865852,5365249,"COM","Martin Cummerata I",163.46,"Male","navigating",false,"5:32:23","Auer V",577295,81.73
"Cash","Awesome Plastic Hat",7999892,10148,4510233,"Beauty","660 Arvel Mill",4,"OH",23.39,"9-16-2021",3498201,"Jonathontown","IB","transmitter","pixel","Ms. Milan Lueilwitz",143.04,"Male","neural",58.30,"23:31:16","Kshlerin DDS",270526,35.76
"EWallet","Intelligent Cotton Hat",8699495,39626,8295003,"Health","1006 Fae Bridge",1,"SD",70.14,"10-13-2021",true,"Oswaldstad","virtual","FTP",true,"Carissa Hegmann",37.97,"Male",false,"SDD","2:24:21","Parisian, Wolff and Gorczany",853004,37.97
"EWallet","Ergonomic Concrete Computer","monitor",42871,7.19,"Home, Toys & Baby","47399 Kenny Ports",3,"HI",3.24,"9-15-2021",63.28,"Gottliebfurt",26.23,76.86,true,"Maximillia Hauck",64.29,"Female",true,"sensor","15:42:8","Auer V",432913,21.43
"Visa","Practical Rubber Shirt",14.51,99391,false,"Books, Movies & Tools","66416 Thompson Spring",3,"UT",0.34,"9-16-2021","calculating","South Carol",false,true,"RSS","Gerald Nicolas",172.35,"Female","compress",6158492,"23:10:48","Wiegand-Tillman",197186,57.45
"Cash","Fantastic Concrete Car","copying",43108,37.78,"Beauty, Games & Clothing","691 Camila Fort",3,"CO",60.97,"9-17-2021",true,"West Jaylanmouth","driver","AI",9.94,"Jesse Satterfield Sr.",105.36,"Male",33.39,"connecting","4:51:10","Armstrong, Strosin and Altenwerth",300933,35.12
