State,Department,Date,Total,PaymentType,Address,Product,bus,firewall,Store,ProductPrice,Time,program,InvoiceId,capacitor,pixel,microchip,system,interface,monitor,Quantity,CustomerName,City,protocol,Gender,PostalCode
"SC","Computers, Books & Electronics","1-26-2021",278.64,"EWallet","162 Mallie Turnpike","Fantastic Steel Shoes",7709091,true,"Parisian, Wolff and Gorczany",30.96,"5:55:8",82.48,519495,8779542,true,"mobile",3444976,3037421,"programming",9,"Millie Feest","Lake Elliot","SQL","Male",89574
"UT","Kids, Home & Toys","8-18-2021",336.84,"EWallet","380 McKenzie Forges","Intelligent Concrete Table",false,"hacking","Kuphal, Spencer and Blanda",56.14,"2:41:33",3.35,404922,"back-end",28.29,91.41,5804410,3844623,"index",6,"Katelyn Upton","Rollinfort",736810,"Female",89292
"MI","Toys","2-25-2021",61.05,"MasterCard","8149 Hassie Mission","Fantastic Rubber Chair",40.22,1725331,"Armstrong, Strosin and Altenwerth",12.21,"19:42:37",39.13,947894,true,false,39.25,1756673,"microchip",5820378,5,"Taylor Koss","South Agnesfurt",false,"Male",10499
"OR","Movies","9-10-2021",333.30,"MasterCard","9294 Flatley Groves","Practical Cotton Car",46.46,false,"Auer V",55.55,"1:30:49",59.96,110106,22.30,84.87,false,false,true,true,6,"Emelie Pfannerstill I","Katharinaborough",11.01,"Male",41574
"RI","Kids & Tools","8-21-2021",172.98,"MasterCard","4047 Wehner Vista","Fantastic Rubber Computer","calculate","SAS","Kuphal, Spencer and Blanda",19.22,"10:56:27","programming",666697,true,false,false,"connecting",true,8.09,9,"Derek Russel","East Hectorbury",5606766,"Male",30809
"TX","Computers & Jewelery","5-14-2021",85.27,"AMEX","883 Claudine Mountains","Rustic Wooden Chair","HTTP",206728,"Parisian, Wolff and Gorczany",85.27,"16:31:21","digital",549863,false,"overriding","feed","feed",7.78,58.23,1,"Ophelia Goodwin","Danielaview",3822350,"Female",73246
"KY","Computers","9-16-2021",485.05,"EWallet","6298 Johns Light","Rustic Steel Hat","programming",39.60,"Armstrong, Strosin and Altenwerth",97.01,"19:13:37","hacking",377062,"neural","CSS","JBOD",8975680,false,true,5,"Miss Christiana Rohan","East Chadrick",87.36,"Female",11755
"OH","Outdoors & Health","7-2-2021",317.16,"MasterCard","2986 Littel Walk","Sleek Wooden Car","program",5931637,"Considine PhD",52.86,"12:41:46",4493274,551993,59.38,true,true,true,false,true,6,"Deion Grant","Lake Gaylord",true,"Male",47369
"OR","Grocery","8-2-2021",505.17,"Visa","27821 Shaina Manor","Awesome Rubber Shirt",60.40,true,"McClure, Block and Franecki",56.13,"7:45:17",false,285656,49.25,8.97,58.84,48.59,11.46,3287793,9,"Sierra Kunde Sr.","West Broderick",772900,"Male",29048
"CA","Garden","9-2-2021",264.63,"MasterCard","7189 Connelly Row","Rustic Wooden Shoes",20.63,"synthesize","Considine PhD",88.21,"7:1:50",true,364742,96.29,59.80,"transmitting",false,"bus",34.93,3,"Cassie Becker","North Sebastianburgh",8430784,"Female",61292
"IA","Tools & Music","8-27-2021",117.84,"MasterCard","312 Leffler Circles","Practical Concrete Shirt",4650878,9127095,"Wiegand-Tillman",14.73,"7:12:14",7654875,540998,"JSON",false,true,4688053,6400356,1477688,8,"Emil Kuvalis","Williamsonberg",8624399,"Male",43984
"NV","Movies & Automotive","7-30-2021",151.05,"MasterCard","508 Wilderman Ville","Incredible Concrete Shirt",false,90.35,"Armstrong, Strosin and Altenwerth",50.35,"6:22:11",6275659,152102,"connect",true,false,"indexing","GB","virtual",3,"Rodrick Conn","Niashire",false,"Female",98106
"HI","Jewelery & Kids","10-6-2021",83.16,"MasterCard","2972 Kozey Plaza","Fantastic Plastic Computer","input","RSS","Armstrong, Strosin and Altenwerth",20.79,"20:0:15",5401509,636688,false,79.20,42.30,false,true,false,4,"Dr. Claudia Gerhold","Larsonside",false,"Female",42448
"HI","Clothing, Books & Garden","9-8-2021",310.40,"EWallet","13100 Hyman Corner","Practical Cotton Computer",true,93.58,"Wiegand-Tillman",38.80,"4:59:16",4899249,928987,"SMTP",5151072,1.85,"system",41.65,true,8,"Toni Grady III","Charleyfort","solid state","Female",88132
"MD","Movies","10-21-2021",54.60,"AMEX","988 Delta Mountain","Fantastic Concrete Shoes",true,3776362,"McClure, Block and Franecki",10.92,"23:48:54",4675995,445332,"open-source",63.15,false,9036726,75.00,91635,5,"Alvis Bruen DDS","Lockmanmouth",8590901,"Male",93229
"RI","Movies","5-30-2021",99.12,"EWallet","9272 Rowan Stream","Ergonomic Concrete Chair",7896235,7612998,"Lakin, O'Connell and Monahan",33.04,"12:26:50","circuit",807915,"backing up",22.12,true,"programming","redundant",58.20,3,"Lavinia Larson","Lowemouth","AI","Male",75898
"KS","Toys","8-10-2021",281.76,"AMEX","2427 Aufderhar Creek","Awesome Cotton Shirt",80.75,"connecting","Armstrong, Strosin and Altenwerth",35.22,"8:35:5",67.17,230974,true,false,1368324,true,"bypass",true,8,"Gina Wuckert","Thoraland",false,"Female",23175
"FL","Tools & Garden","2-4-2021",149.58,"MasterCard","44979 Carolyne Route","Fantastic Wooden Pants",true,true,"Considine PhD",16.62,"16:17:31",true,631829,"overriding",true,75.20,"override",7300092,true,9,"Judd Champlin","Stiedemannbury",11.25,"Female",77028
"ND","Games, Industrial & Computers","9-17-2021",609.60,"AMEX","40138 Goyette Corners","Awesome Granite Car","haptic",985324,"Armstrong, Strosin and Altenwerth",60.96,"0:43:47","open-source",967464,86.02,2207628,false,2889967,48.33,7614810,10,"Grover Lubowitz","South Horace",5374315,"Female",72681
"VA","Computers","8-23-2021",660.10,"Visa","6230 Jenkins Vista","Rustic Cotton Shirt",6261710,6895446,"Considine PhD",94.30,"23:27:18",567511,855491,"THX","synthesize","solid state",6640065,"backing up",78.64,7,"Theodore Shields","Grahamland",false,"Male",19914
"NJ","Jewelery, Industrial & Clothing","10-21-2021",49.94,"AMEX","522 Libby Canyon","Awesome Granite Shirt",1679789,"PNG","Parisian, Wolff and Gorczany",24.97,"15:4:16",85.13,610850,1955405,true,false,false,false,true,2,"Zelda Armstrong","South Amelieville",false,"Female",39399
"NM","Books & Beauty","8-10-2021",212.64,"MasterCard","4259 Sidney Harbors","Fantastic Cotton Car",70.11,true,"Kshlerin DDS",53.16,"1:37:11",56.62,736377,false,true,"JSON","interface",82.63,44.62,4,"Annabell Heaney","East Murray","program","Male",81168
"NM","Shoes, Industrial & Kids","8-4-2021",363.69,"Cash","7592 Pollich Glens","Sleek Wooden Car",94.09,true,"Auer V",40.41,"5:21:59","XML",846367,7317120,false,8315625,"transmit",44.72,9478079,9,"Mrs. Abby O'Kon","East Gene",2321463,"Female",16116
"NJ","Electronics, Kids & Books","12-21-2020",28.88,"Cash","46702 Hoppe Mission","Intelligent Rubber Chair",4540810,6246293,"Considine PhD",7.22,"23:31:37",4764661,378383,"transmit",7732280,true,"parsing",true,7647724,4,"Palma Carroll","Lake Nakiaberg",2865494,"Male",33818
"GA","Outdoors","10-21-2021",245.80,"EWallet","508 Erdman Mill","Fantastic Rubber Chair",74.56,3215519,"Parisian, Wolff and Gorczany",61.45,"4:10:47",73.15,762797,true,"indexing",76.03,6629866,true,false,4,"Brice Legros","New Einarport",2254345,"Male",75427
"SD","Outdoors, Toys & Health","5-17-2021",153.48,"Visa","1281 Marcel Plaza","Incredible Granite Shoes",97.24,false,"Considine PhD",25.58,"22:49:29",true,227778,"panel",false,171473,false,false,"calculate",6,"Miss Chadrick Gibson","Port Nilsfurt",2977279,"Female",87650
"CT","Garden","2-16-2021",436.40,"EWallet","738 Tiana Land","Sleek Concrete Chair",20.40,83.58,"Considine PhD",43.64,"7:37:1","quantifying",368941,6166519,2.61,92.81,"pixel",true,false,10,"Dale Spinka","Considineport",5962498,"Female",70950
"TX","Music & Electronics","8-29-2021",539.68,"EWallet","8841 Gustave Way","Practical Concrete Hat",3929263,"HDD","Kshlerin DDS",67.46,"14:19:17","connect",879899,false,"compress","compress","synthesize",38.62,8635633,8,"Ms. Abigale Kshlerin","Cormiermouth",24.43,"Male",37344
"MN","Industrial, Home & Sports","10-13-2021",17.12,"Cash","7714 Hyatt Place","Ergonomic Wooden Car",5673727,"synthesize","Armstrong, Strosin and Altenwerth",4.28,"15:55:24","connect",869882,6502914,85.73,"index",true,true,"quantify",4,"Mathew Raynor I","Gilesport",1871837,"Female",19964
"VA","Games, Music & Garden","10-19-2021",514.80,"Cash","8600 D'angelo Row","Sleek Wooden Car",53.41,40.00,"Parisian, Wolff and Gorczany",57.20,"6:35:11",76.79,943801,false,true,79.23,true,false,65.06,9,"Otto Konopelski","New Amelyhaven",14.96,"Female",43358
"LA","Movies, Automotive & Grocery","10-17-2021",16.17,"MasterCard","2385 Shyanne Meadow","Intelligent Steel Table",13.85,64.03,"Kshlerin DDS",16.17,"13:57:22",true,794667,true,true,true,false,"generating","pixel",1,"Dr. Maci Schoen","North Madisynmouth",1546137,"Male",57258
"MT","Industrial, Home & Health","8-3-2021",130.86,"AMEX","68495 Casper Park","Practical Concrete Shoes",true,96.65,"Lakin, O'Connell and Monahan",21.81,"22:13:43",6336541,382170,"HTTP","wireless",1673821,95.66,8662242,974279,6,"Rahul Bahringer","Breitenbergview",8091239,"Female",92091
"AR","Computers & Jewelery","7-12-2021",326.68,"AMEX","45740 Lind Terrace","Practical Wooden Gloves","programming","SDD","Larkin-McClure",81.67,"7:47:13",53.45,580142,4774105,2908558,56.30,303410,false,"solid state",4,"Ozella Herman","Unaland",false,"Female",14026
"NM","Industrial","2-3-2021",407.80,"MasterCard","354 Witting Views","Small Steel Shirt",8036894,false,"Armstrong, Strosin and Altenwerth",40.78,"8:25:54",false,984155,"haptic","transmitting",1873975,false,"redundant",38.40,10,"Mrs. Laurie Kessler","Port Tad",0.96,"Male",38320
"MI","Jewelery","9-3-2021",249.08,"MasterCard","887 Willms Valleys","Incredible Granite Chair",false,46.70,"McClure, Block and Franecki",62.27,"12:1:24",10.05,585987,true,true,false,false,35.47,97.96,4,"Mr. Rosemarie Volkman","Port Jess",48.98,"Female",74429
"WY","Garden, Kids & Games","2-22-2021",417.48,"EWallet","510 Torphy Well","Intelligent Plastic Car","SMTP","synthesize","Wiegand-Tillman",69.58,"18:8:59","SAS",444169,true,6984647,false,35.56,"bus",2635351,6,"Malachi Pagac","New Clinton","feed","Male",49853
"AZ","Kids","6-22-2021",16.92,"AMEX","188 Percy Mount","Fantastic Granite Gloves",true,9462789,"Auer V",2.82,"9:23:49",5867742,670680,true,1128265,6385637,4550796,2700058,3981117,6,"Leta Doyle","New Brucemouth",8719620,"Male",34608
"WY","Jewelery & Outdoors","6-26-2021",279.09,"AMEX","55359 Deckow Shores","Practical Rubber Table","overriding",44.42,"Armstrong, Strosin and Altenwerth",31.01,"11:53:31",2695227,331323,"copying",9468753,false,43.05,7548851,68.64,9,"Ima Muller","North Esteban",19.32,"Male",45255
"AR","Grocery","3-3-2021",67.32,"EWallet","6367 Sidney Courts","Rustic Cotton Pants",146707,4.35,"Parisian, Wolff and Gorczany",11.22,"7:18:48",1742354,341575,17.96,79.84,true,false,26.26,true,6,"Ms. Jameson Hauck","East Robert",false,"Male",82224
"ME","Sports, Industrial & Electronics","8-15-2021",597.94,"Cash","294 Jade Tunnel","Intelligent Concrete Car",11.27,73.66,"McClure, Block and Franecki",85.42,"17:0:5",97.09,161525,true,46.56,false,"neural",8249058,86.17,7,"Dr. Micaela Rau","New Delphine","input","Male",94862
"CA","Games & Home","4-15-2021",341.70,"Cash","99306 Haley Village","Intelligent Concrete Car","synthesize",true,"Armstrong, Strosin and Altenwerth",68.34,"15:57:1",7566036,182792,"digital",true,true,"reboot","digital","RAM",5,"Wyatt Rodriguez DDS","South Garth",7426607,"Male",71615
"OR","Computers & Industrial","9-27-2021",394.15,"MasterCard","86298 Strosin Bridge","Ergonomic Rubber Pants","backing up",53.71,"Auer V",78.83,"0:2:14","multi-byte",925936,"compressing",true,"XML",52.70,"JSON",5716233,5,"Xavier McCullough III","North Shania",true,"Male",79494
"MS","Outdoors & Kids","9-5-2021",57.24,"EWallet","1571 Gleason Gateway","Ergonomic Wooden Computer",7501742,"index","Armstrong, Strosin and Altenwerth",6.36,"20:34:50",83.52,590503,7648896,97.08,83.25,46.57,true,"override",9,"Miss Ludie O'Kon","Bradenville",95.33,"Male",37298
"WY","Movies, Health & Games","7-27-2021",789.68,"Visa","79055 Trisha Squares","Small Rubber Table",81.83,false,"Lakin, O'Connell and Monahan",98.71,"2:55:4",false,631469,66.97,false,false,3845000,5.41,65.32,8,"Alberta Schmeler","West Fabian","neural","Male",36790
"TX","Electronics & Health","6-9-2021",186.56,"AMEX","954 Gaylord Fall","Ergonomic Rubber Gloves",7603059,77.64,"Considine PhD",93.28,"10:53:27",6244278,383450,"CSS",2275879,7504863,true,2624731,88.61,2,"Rylan Jerde","Lueilwitzfort",6315556,"Female",21277
"PA","Music & Computers","4-2-2021",156.24,"EWallet","12025 Ebert Manor","Practical Concrete Shoes","synthesize",false,"Kuphal, Spencer and Blanda",22.32,"0:58:34",2963060,836924,"backing up","IB","navigate",96.71,389353,"quantifying",7,"Nettie Zboncak","Janieside",6563169,"Male",82403
"DE","Grocery, Books & Industrial","10-20-2021",307.85,"AMEX","56366 Napoleon Tunnel","Incredible Steel Computer","panel",2041711,"Wiegand-Tillman",61.57,"21:1:23",9322612,391437,7898902,5218963,183036,"SCSI",46.33,true,5,"Jermain Legros","Paolostad","wireless","Male",84859
"LA","Baby, Jewelery & Books","5-20-2021",86.79,"Cash","24195 Kameron Park","Small Cotton Computer",4835639,true,"Parisian, Wolff and Gorczany",28.93,"13:2:48","hard drive",142590,false,20.84,83.19,46.14,"program",7736603,3,"Mrs. Harold Pouros","Rippinside",true,"Male",63727
"MO","Garden","8-30-2021",21.30,"EWallet","5741 Ruby Pines","Intelligent Granite Shirt",44.35,94.93,"Auer V",4.26,"6:19:56",false,667889,21.02,true,42.73,93.94,"navigate","index",5,"Dallin Braun","Mckennaland",false,"Female",22600
"MI","Outdoors, Clothing & Jewelery","9-22-2021",178.68,"Visa","4749 Altenwerth Terrace","Intelligent Cotton Table",false,"hacking","Auer V",89.34,"13:49:42","indexing",283068,true,"XML",true,true,"haptic","programming",2,"Saul Rohan","Quitzonberg",true,"Female",58281
"MT","Grocery & Outdoors","10-7-2021",54.14,"MasterCard","2597 Macejkovic Glen","Practical Plastic Table","application",8246041,"Auer V",54.14,"7:53:59","cross-platform",955482,4643898,4951568,"back up",66.62,"SMS","EXE",1,"Geovanny Emmerich","North Lennyville",51.74,"Female",30813
"VA","Shoes","4-12-2021",20.02,"Cash","7876 Bernhard Plains","Gorgeous Concrete Table",4070618,"pixel","Parisian, Wolff and Gorczany",2.86,"12:54:31","application",554755,true,47.17,2481105,9093938,6640756,"interface",7,"Mr. Annette Weissnat","West Hazel",7876903,"Female",39593
"CO","Games & Computers","10-11-2021",921.80,"Cash","2271 Murray Forge","Ergonomic Steel Gloves",70.91,962859,"Kshlerin DDS",92.18,"11:53:17",84.80,765158,true,5406082,96.83,false,9.65,72.72,10,"Wyman Hickle Sr.","Jenniferland",36.03,"Female",46968
"OK","Books","10-19-2021",160.54,"AMEX","764 Benedict Cliff","Practical Granite Hat",true,8.00,"Kshlerin DDS",80.27,"18:1:40",44.76,298070,true,true,47.22,true,"1080p",false,2,"Aracely Morar","Port Rafael",5364768,"Male",15779
"NH","Tools, Industrial & Grocery","2-14-2021",130.14,"Visa","8413 Farrell Plaza","Intelligent Steel Shirt","calculate",2998303,"Armstrong, Strosin and Altenwerth",21.69,"19:51:18",31.48,332882,"microchip","bluetooth","navigating",69.90,4209710,92.48,6,"Ms. Elijah Daugherty","Lake Jaronport","hacking","Male",25026
"NJ","Music","5-28-2021",216.75,"Cash","285 Dicki Garden","Sleek Cotton Shoes",41.18,"firewall","Auer V",43.35,"22:15:29",27.56,932215,4190917,77.23,9220902,"1080p",false,4855519,5,"Billie Luettgen","Kayborough",39.51,"Female",36660
"SC","Electronics, Baby & Clothing","6-4-2021",46.80,"AMEX","55326 Purdy Tunnel","Fantastic Cotton Computer",98.06,"copy","Kuphal, Spencer and Blanda",4.68,"21:3:15","transmitting",789094,"quantifying",3610503,86.82,46.81,true,true,10,"Osbaldo Fisher","West Madelynn",true,"Male",81600
"KS","Jewelery & Toys","8-23-2021",93.34,"EWallet","82994 Delbert Villages","Ergonomic Rubber Car","alarm",6733744,"McClure, Block and Franecki",93.34,"7:12:31",false,454497,94.34,57.67,47.44,10.31,72.66,"USB",1,"Rozella Homenick MD","New Aileen","matrix","Male",98504
"OR","Kids, Garden & Health","2-2-2021",446.49,"EWallet","6617 Grady Union","Incredible Plastic Shoes","programming",32.19,"Larkin-McClure",49.61,"19:39:5",true,166914,6460708,3502682,"sensor","quantify",66.00,"navigating",9,"Jaron Ferry","Raeganside","synthesizing","Male",30244
"MN","Automotive","10-25-2021",496.71,"Cash","2437 Diego Knoll","Incredible Granite Chair","solid state",true,"Larkin-McClure",55.19,"2:57:59","pixel",140410,3732696,4263905,5919453,9449240,5001061,false,9,"Donato Kunze","Aleenport",10.98,"Female",85362
"AZ","Electronics & Automotive","8-17-2021",484.20,"AMEX","93771 Keagan Groves","Rustic Granite Computer",6786331,"sensor","Armstrong, Strosin and Altenwerth",96.84,"12:41:9",true,305976,false,58.50,5265574,72.00,34.96,6833708,5,"Michael Reichel","West Chadbury",true,"Male",92929
"DE","Baby, Outdoors & Home","5-6-2021",177.78,"EWallet","8270 Koepp Harbor","Incredible Wooden Shirt",false,33.57,"Parisian, Wolff and Gorczany",59.26,"5:46:9",95.48,447121,true,false,true,false,false,84.62,3,"Miss Alda Gislason","West Helgaberg",46.50,"Male",73156
"NY","Kids","10-21-2021",80.05,"EWallet","689 Napoleon Mills","Gorgeous Cotton Car",29.78,false,"McClure, Block and Franecki",16.01,"20:53:54",16.38,128123,"PNG",41.61,"RSS",3583182,"connect",true,5,"Isobel Walter","Port Roslynland",13.66,"Female",93371
"NY","Jewelery","10-11-2021",428.82,"Cash","787 Welch Spur","Rustic Granite Gloves",1852335,"protocol","Kuphal, Spencer and Blanda",61.26,"0:11:28",3234172,923204,"hack",false,135498,"navigate",51.08,"SMS",7,"Sofia Grimes","Tyrahaven","cross-platform","Male",12898
"ME","Baby, Books & Home","6-26-2021",131.04,"MasterCard","4506 Greenholt Highway","Sleek Cotton Gloves",7742573,10.08,"Lakin, O'Connell and Monahan",18.72,"15:28:42","matrix",379735,1730133,true,5679340,8.69,3427652,false,7,"Kimberly Zemlak DDS","Addieton","hacking","Female",85118
"CT","Toys, Music & Electronics","10-15-2021",676.97,"Cash","527 Jensen Mountain","Incredible Plastic Chair","indexing",69.58,"Kuphal, Spencer and Blanda",96.71,"23:34:29",32.93,448286,true,46.05,9.18,95.82,31.38,true,7,"Mack Toy","Lake Tevin",true,"Male",15415
"SD","Shoes & Kids","9-12-2021",281.46,"AMEX","62099 Macejkovic Pike","Practical Wooden Shoes",4525056,32.67,"Considine PhD",93.82,"18:22:23",true,854450,16.12,5.88,3073191,31.48,false,false,3,"Fred Weissnat III","West Christina",false,"Male",81904
"WV","Clothing","5-22-2021",383.10,"AMEX","26458 Libbie River","Fantastic Plastic Table",1457793,"connect","Larkin-McClure",38.31,"13:40:45",43.23,344696,true,1510834,7968527,1104706,6755406,57.93,10,"Kristina Blanda","Lake Sharonland",5849607,"Male",12666
"RI","Jewelery","9-1-2021",8.06,"EWallet","46033 Barry Key","Ergonomic Concrete Chair","hacking",67.32,"Kuphal, Spencer and Blanda",8.06,"17:56:38",6514405,272045,"XSS","connect","connecting","neural",true,1252094,1,"Bertrand Flatley","Dylanside",2106341,"Female",48707
"KY","Outdoors, Shoes & Kids","2-14-2021",75.28,"MasterCard","82173 Enid Point","Intelligent Granite Computer","hard drive",15.34,"Auer V",37.64,"2:3:29",false,315326,2360314,false,true,false,false,false,2,"Berry Stracke","Deniston",89.83,"Female",37910
"KS","Automotive","4-28-2021",589.32,"EWallet","64830 Reinger Junctions","Small Wooden Chair",15.54,false,"Kshlerin DDS",98.22,"23:46:20",false,877933,61.07,true,14.10,"generating",2503488,false,6,"Jennifer Turcotte","North Leoniehaven","synthesizing","Male",77569
"UT","Automotive, Industrial & Outdoors","4-14-2021",155.75,"MasterCard","794 Elisa Crossroad","Practical Granite Hat",25.73,88.99,"Lakin, O'Connell and Monahan",22.25,"6:46:45",24.52,170678,false,7602968,"connecting",true,4143747,5921388,7,"Miss Ashton Ruecker","East Orland",72.86,"Male",41843
"NH","Clothing, Outdoors & Music","7-12-2021",57.63,"EWallet","933 Clementina Islands","Practical Wooden Pants","SSL","hacking","Kshlerin DDS",57.63,"0:34:48",71.81,187156,"array",97.51,566512,8973899,"navigate",2234887,1,"Winston Stroman","New Unamouth",3372523,"Female",46454
