hard drive,sensor,Department,ProductPrice,Gender,Date,Time,City,PaymentType,Total,microchip,Address,Store,InvoiceId,hard drive,PostalCode,port,Quantity,State,Product,CustomerName,port
85.54,21.43,"Industrial & Shoes",66.27,"Male","7-5-2021","10:34:25","East Marie","MasterCard",662.70,24.72,"6815 Brekke Shore","Larkin-McClure",641576,21.65,88866,57.15,10,"WV","Ergonomic Rubber Shoes","Cortney Renner",54.05
false,true,"Tools & Computers",52.08,"Female","6-28-2021","16:53:30","Beckerborough","Cash",208.32,72.88,"5886 Schroeder Brook","Lakin, O'Connell and Monahan",301015,false,84212,5.32,4,"WY","Fantastic Wooden Gloves","Santina Beahan",0.98
true,23.54,"Automotive, Shoes & Computers",98.74,"Male","7-3-2021","7:38:57","Margothaven","EWallet",789.92,5051527,"22332 Rice Shoals","Wiegand-Tillman",900563,true,76502,6987367,8,"NC","Ergonomic Wooden Gloves","Vance D'Amore PhD",6789606
"navigating",67.92,"Computers, Music & Kids",77.49,"Female","10-24-2021","20:8:4","Annamariefort","Cash",619.92,5278155,"6153 Langosh Ports","Wiegand-Tillman",781859,"primary",60663,3702404,8,"VT","Fantastic Granite Table","Bruce Koss",7626920
"synthesize","bus","Outdoors",31.58,"Male","1-4-2021","15:47:5","Kautzershire","Cash",31.58,3851557,"1400 Gleichner Extensions","Lakin, O'Connell and Monahan",680457,"multi-byte",52854,3215326,1,"NH","Intelligent Cotton Pants","Karianne Wiegand",8902846
4932013,5880220,"Toys",29.18,"Male","5-11-2021","22:31:54","Littlefurt","Cash",29.18,"quantify","382 Collins Plain","Kuphal, Spencer and Blanda",516137,7980617,16739,6020378,1,"MO","Incredible Concrete Car","Ms. Ahmed Hackett",8442982
true,27.00,"Toys, Movies & Baby",15.17,"Female","7-4-2021","16:51:45","East Mandy","Visa",15.17,"back-end","96584 Gleichner Ports","Larkin-McClure",434356,false,22500,76.13,1,"TN","Sleek Plastic Chair","Maegan Champlin",72.26
"redundant",2384737,"Computers & Clothing",99.83,"Male","10-11-2021","15:26:15","New Coratown","EWallet",199.66,3237111,"816 Madelynn Station","Larkin-McClure",105119,"parsing",15692,84.16,2,"MT","Ergonomic Plastic Shirt","Garfield Schowalter",93.14
true,"matrix","Home, Baby & Jewelery",88.06,"Female","8-13-2021","12:35:36","Bellaville","MasterCard",88.06,18.38,"4240 Fritsch Station","Kuphal, Spencer and Blanda",177342,true,50900,7369965,1,"WY","Incredible Plastic Car","Ms. Keeley D'Amore",3469669
"synthesize",true,"Automotive, Electronics & Home",16.16,"Female","6-3-2021","1:39:13","Port Sim","AMEX",32.32,true,"763 Theron Brook","Wiegand-Tillman",451953,"interface",91406,"back up",2,"MD","Awesome Steel Car","Jeanette Prohaska","pixel"
"application",57.45,"Books",44.71,"Male","9-16-2021","0:53:2","Jarretstad","Cash",357.68,7121003,"3163 Olson Stravenue","Auer V",862973,"neural",96849,33.03,8,"ID","Sleek Rubber Table","Ms. Cora Runte",31.86
false,"open-source","Jewelery, Games & Tools",33.06,"Female","9-27-2021","0:7:30","Janyville","AMEX",198.36,"backing up","7292 Wolf Hill","Parisian, Wolff and Gorczany",522223,true,58215,6084253,6,"GA","Sleek Wooden Hat","Mr. Makayla Ullrich",4910513
"haptic",true,"Home, Kids & Automotive",37.35,"Male","8-24-2021","3:6:40","Port Burdettestad","Visa",149.40,41.46,"5446 Friesen Mountains","Considine PhD",954913,"calculating",87973,"connecting",4,"CT","Ergonomic Rubber Car","Donny Streich III","hard drive"
4139318,19.49,"Health, Computers & Beauty",1.85,"Male","11-30-2020","16:15:24","New Theodora","Cash",9.25,false,"47632 Turcotte Coves","Larkin-McClure",597041,1757138,70979,81.76,5,"MI","Ergonomic Steel Shoes","Mrs. Kole Senger",54.76
77.35,false,"Games, Beauty & Jewelery",14.16,"Male","2-11-2021","8:53:4","West Stephanstad","Cash",113.28,43.96,"944 Elena Lodge","Wiegand-Tillman",887500,66.54,75855,true,8,"VA","Awesome Rubber Gloves","Marcel Cormier",false
25.04,48.48,"Sports, Electronics & Movies",23.53,"Male","6-25-2021","1:35:16","Xzavierburgh","MasterCard",164.71,true,"29809 Quentin Plains","Kuphal, Spencer and Blanda",292822,87.33,33547,8179261,7,"AL","Intelligent Cotton Computer","Cassandre Collier Sr.",2210923
7770622,false,"Games, Industrial & Garden",76.10,"Female","5-30-2021","11:26:10","Lake Connerstad","Visa",228.30,5206685,"904 Jones Place","Armstrong, Strosin and Altenwerth",702860,8514205,72552,"programming",3,"HI","Rustic Wooden Computer","Donnie Bruen V","synthesize"
913091,"navigate","Industrial",46.42,"Male","9-29-2021","8:30:30","West Brandynview","AMEX",139.26,2873081,"224 Schuster Ways","Wiegand-Tillman",405271,3244789,36583,95.57,3,"ID","Practical Cotton Computer","Bradley Leuschke",92.03
5004665,true,"Industrial & Outdoors",24.92,"Male","6-19-2021","1:49:57","Macejkovicburgh","EWallet",124.60,2593988,"763 Jacobson Knoll","Kuphal, Spencer and Blanda",368409,1407470,21777,42.72,5,"IL","Ergonomic Wooden Car","Miss Nathan Bartoletti",12.66
9013719,true,"Tools, Sports & Books",44.42,"Female","8-29-2021","10:42:22","Ednashire","EWallet",266.52,true,"657 Jacobs River","Parisian, Wolff and Gorczany",263173,5797051,30797,63.89,6,"NM","Awesome Concrete Pants","Dr. Hazle Waelchi",59.56
false,true,"Automotive",61.44,"Female","10-24-2021","20:52:44","Lake Heavenfurt","AMEX",614.40,78.20,"24053 Blanda Views","Auer V",359908,false,27045,10.61,10,"CT","Awesome Plastic Table","Patrick Considine",7.47
8059738,83.61,"Kids & Games",72.77,"Male","10-5-2021","22:20:18","East Jesse","MasterCard",291.08,true,"45892 Ruecker Circles","Wiegand-Tillman",147941,6039292,72730,true,4,"AZ","Incredible Plastic Computer","Horacio Murphy",true
"transmit",false,"Movies & Health",92.51,"Male","5-10-2021","7:14:23","Williamsonview","Visa",832.59,"system","960 Romaguera Mews","Parisian, Wolff and Gorczany",418455,"programming",97487,false,9,"NM","Awesome Cotton Hat","Aubree Konopelski",true
1275773,4818840,"Toys & Grocery",17.64,"Female","7-2-2021","19:31:12","East Lila","MasterCard",123.48,"microchip","60302 Kuhic Burg","Wiegand-Tillman",362516,1731525,65002,"JSON",7,"MT","Sleek Plastic Shoes","Ms. Ramon MacGyver","copy"
4905415,false,"Home & Industrial",34.31,"Female","8-20-2021","5:31:50","Boyleshire","EWallet",102.93,561290,"688 Verda Spring","Larkin-McClure",546284,6668641,12295,78.21,3,"ME","Ergonomic Cotton Computer","Fredy Rosenbaum IV",47.07
99.96,97.01,"Automotive",19.97,"Male","9-28-2021","6:15:14","Lake Lester","MasterCard",179.73,39.11,"43769 Boris Lane","Auer V",917314,35.25,92083,true,9,"OR","Fantastic Wooden Computer","Jessica Beatty",true
81.20,true,"Toys & Garden",95.38,"Male","1-23-2021","15:39:15","Lake Bernitaside","EWallet",858.42,47.79,"660 Deontae Villages","Kshlerin DDS",751515,83.36,34171,false,9,"DE","Awesome Cotton Gloves","Vella Beahan",true
8708013,true,"Jewelery & Kids",27.72,"Male","2-28-2021","22:16:57","Greenstad","MasterCard",138.60,"index","22910 Margret Squares","Kuphal, Spencer and Blanda",883649,9226139,76176,7695404,5,"IA","Sleek Granite Shoes","Karlie Nolan",2986914
"transmit",false,"Books",83.45,"Female","4-6-2021","1:49:57","Port Sabrynaberg","Visa",667.60,"SDD","81975 Tillman Mission","McClure, Block and Franecki",391011,"transmit",16679,"EXE",8,"MS","Fantastic Rubber Shoes","Miss Douglas Hermann","port"
2653771,5755659,"Beauty & Electronics",17.49,"Male","9-17-2021","1:5:50","Ankundingchester","AMEX",174.90,"primary","5547 Geoffrey Inlet","Considine PhD",926330,9410041,78306,28.98,10,"OK","Rustic Concrete Hat","Kiera Ruecker",38.32
"copying",true,"Health, Tools & Kids",94.16,"Male","9-19-2021","7:32:37","Schmittfurt","Cash",94.16,17.66,"3382 Skiles Cape","Larkin-McClure",216375,"pixel",76542,true,1,"AR","Incredible Granite Computer","Jerome McKenzie",false
72.22,false,"Toys & Automotive",94.15,"Female","8-21-2021","18:50:7","Lake Valentinberg","AMEX",282.45,855534,"867 Spinka Islands","McClure, Block and Franecki",526531,34.89,16029,71.23,3,"FL","Ergonomic Cotton Gloves","Dovie Will",40.33
53.55,true,"Clothing",34.14,"Female","8-27-2021","7:36:57","Yvettestad","Cash",204.84,65.40,"728 Schmeler Orchard","Parisian, Wolff and Gorczany",806248,62.03,85797,false,6,"IA","Intelligent Wooden Chair","Candida Torp",false
44.21,79.77,"Industrial & Clothing",21.09,"Male","4-7-2021","20:42:2","Zemlakfort","Cash",210.90,1641259,"65507 Roselyn Garden","Armstrong, Strosin and Altenwerth",701893,19.35,44953,4192692,10,"CA","Incredible Wooden Shoes","Miss Cordelia Leuschke",4766316
"navigating","hack","Garden, Grocery & Shoes",22.21,"Male","10-14-2021","4:38:14","Marjoriestad","MasterCard",177.68,30.35,"809 Israel Meadows","McClure, Block and Franecki",237656,"port",21033,6820396,8,"KS","Awesome Cotton Table","Sally Stroman",8128225
4832801,"navigate","Music",9.65,"Male","9-10-2021","22:5:31","Floyview","MasterCard",38.60,"SQL","9078 Arturo Pike","Larkin-McClure",142449,5277045,31226,7769495,4,"GA","Rustic Granite Gloves","Dr. Jalen Streich",1105260
"parsing",false,"Kids & Industrial",76.28,"Female","3-3-2021","13:0:11","Doyleside","MasterCard",152.56,1272354,"33676 Robel Overpass","Kshlerin DDS",814925,"cross-platform",75819,false,2,"NE","Intelligent Cotton Computer","Roy Cassin V",true
true,"bypass","Clothing & Tools",8.00,"Male","10-23-2021","2:24:51","Elisestad","Visa",40.00,9391000,"1463 Paucek Field","Larkin-McClure",484499,true,22097,true,5,"TX","Small Cotton Computer","Tess Fritsch PhD",true
21.39,57.72,"Shoes",42.00,"Male","2-6-2021","21:11:39","Justinaland","EWallet",336.00,true,"701 Ashlee Road","Larkin-McClure",660845,96.95,59994,true,8,"ND","Small Granite Computer","Keaton Heller",false
false,65.63,"Home",79.36,"Female","10-13-2021","16:20:38","Deltaport","EWallet",793.60,false,"37321 Hermann Ville","Parisian, Wolff and Gorczany",409112,false,40609,true,10,"MT","Ergonomic Wooden Shoes","Maximo Schinner",false
"synthesize",8727826,"Sports & Jewelery",78.74,"Male","5-14-2021","5:16:44","New Alexandroside","AMEX",708.66,"multi-byte","72951 Allison Shoals","Kshlerin DDS",251526,"system",75851,885234,9,"TX","Sleek Wooden Gloves","Ms. Larry Gusikowski",2438288
"hacking",4439465,"Books",59.02,"Female","8-20-2021","7:43:15","West Carissa","Visa",295.10,"feed","54350 Sporer Causeway","Considine PhD",106787,"FTP",86859,4552628,5,"DE","Small Plastic Table","Mrs. Kaia Mills",1699858
682375,4579887,"Kids & Books",30.13,"Female","6-8-2021","23:11:34","North Marieland","Visa",30.13,"wireless","39892 Dicki Path","Wiegand-Tillman",495999,1019667,36224,"solid state",1,"ID","Gorgeous Plastic Hat","Montana McClure","microchip"
46.22,2612529,"Games, Jewelery & Kids",45.15,"Male","7-1-2021","5:54:21","Lake Lulu","AMEX",225.75,88.38,"5898 Bergnaum Villages","Auer V",526990,84.65,63939,20.81,5,"MS","Sleek Plastic Shirt","Dr. Chauncey Price",17.06
true,false,"Industrial, Books & Electronics",74.73,"Female","4-5-2021","22:43:3","North Rebekahville","Visa",224.19,6.36,"8887 Gaylord Skyway","Larkin-McClure",203543,false,48635,true,3,"AR","Incredible Granite Gloves","Mrs. Amari Willms",false
true,true,"Industrial",66.82,"Male","4-7-2021","4:38:47","North Virginieview","Cash",200.46,53.67,"99213 Murphy Knolls","Lakin, O'Connell and Monahan",469369,false,49248,"online",3,"NV","Intelligent Steel Gloves","Domenico Bosco","haptic"
true,2604668,"Jewelery, Movies & Music",30.16,"Female","10-19-2021","11:38:20","Zelmastad","AMEX",30.16,"reboot","95564 Michele Port","McClure, Block and Franecki",242679,true,89020,"port",1,"GA","Intelligent Granite Table","Camren Weimann","XSS"
"connecting",9122738,"Books",32.05,"Male","4-27-2021","11:48:0","West Nellieville","Visa",192.30,false,"40613 Shanel Drive","Armstrong, Strosin and Altenwerth",545573,"firewall",18279,"auxiliary",6,"NJ","Fantastic Concrete Shoes","Vicente Kohler","backing up"
10.08,33.54,"Health",30.03,"Male","5-16-2021","22:48:38","Gunnarmouth","EWallet",240.24,"calculate","77403 Frami Island","Kshlerin DDS",367160,46.36,62992,81.72,8,"TX","Incredible Concrete Computer","Annabelle Glover",41.63
4752903,"AGP","Outdoors",4.66,"Female","3-27-2021","13:57:47","Kaciebury","Cash",13.98,false,"77421 Cletus Isle","Lakin, O'Connell and Monahan",279822,2667131,55687,38.99,3,"NH","Incredible Steel Car","Katelin Hoeger",35.84
54.46,true,"Clothing & Beauty",12.81,"Male","10-13-2021","11:36:6","Gradymouth","AMEX",89.67,23.72,"5028 Hilll Knolls","Considine PhD",742543,20.67,37292,true,7,"MO","Awesome Concrete Hat","Warren Watsica",true
75.19,true,"Games",2.61,"Male","6-30-2021","22:26:18","Antonioton","Visa",26.10,44.33,"65913 Cyril Hollow","Kshlerin DDS",346229,40.98,80634,4975961,10,"MA","Fantastic Granite Shoes","Frankie Lynch",1038023
8935447,4573132,"Movies, Tools & Music",2.21,"Female","9-22-2021","10:41:15","Lake Naomi","EWallet",22.10,"ADP","471 Jast Knolls","Kuphal, Spencer and Blanda",114980,5914428,21732,92.15,10,"NH","Fantastic Rubber Chair","Tierra Boyer",1.12
5195031,5725030,"Electronics & Computers",4.99,"Male","10-11-2021","10:19:23","New Jeanie","Cash",34.93,"IB","667 Collin Alley","McClure, Block and Franecki",882140,7254473,14390,"RAM",7,"MS","Practical Concrete Computer","Leonardo Schultz DDS","array"
41.85,4089589,"Baby & Industrial",3.82,"Female","7-11-2021","21:48:1","Vivienmouth","AMEX",34.38,4990973,"577 Wuckert Crescent","Wiegand-Tillman",260427,77.96,87109,8205198,9,"MA","Awesome Steel Table","Leilani Ledner",9199100
true,false,"Toys & Clothing",53.85,"Female","9-6-2021","0:58:36","Carrollburgh","MasterCard",430.80,1.21,"4611 Lizeth Parkways","McClure, Block and Franecki",360620,false,54643,5662533,8,"VA","Ergonomic Concrete Pants","Lester Rohan",1927122
false,true,"Clothing, Shoes & Computers",3.93,"Female","10-12-2021","18:15:28","Neilton","Cash",23.58,39.06,"815 Candida Circle","Lakin, O'Connell and Monahan",959169,true,64738,6425597,6,"NC","Gorgeous Concrete Shoes","Griffin Kassulke",2328628
true,13.48,"Industrial, Garden & Books",79.17,"Female","7-5-2021","4:39:39","Lake Diamond","EWallet",554.19,true,"69188 Moen Club","Kuphal, Spencer and Blanda",950200,false,32871,3866915,7,"LA","Awesome Wooden Car","Jazmyne Lang",3979077
"port","solid state","Computers, Movies & Kids",91.03,"Male","10-14-2021","5:33:17","New Ervin","EWallet",819.27,68.04,"83208 Schneider Walks","Considine PhD",111005,"indexing",14232,2642451,9,"CO","Sleek Concrete Gloves","Domenick Farrell",4521073
"SMTP",5096224,"Health, Sports & Baby",8.04,"Male","8-14-2021","3:17:20","North Monty","Visa",80.40,7643231,"8346 Gideon Tunnel","Auer V",290889,"neural",56565,"COM",10,"IN","Small Granite Car","Mrs. Rowan Pouros","bluetooth"
13.25,"programming","Books, Beauty & Computers",6.67,"Female","7-20-2021","19:22:53","New Lucie","AMEX",40.02,16.08,"94816 Rolfson Harbor","Auer V",919812,12.15,19493,4305838,6,"IN","Fantastic Wooden Computer","Verda Kilback IV",1096035
true,30.51,"Kids & Automotive",24.59,"Female","5-14-2021","4:29:54","Littelberg","AMEX",24.59,"programming","7809 Kutch Locks","Auer V",521269,true,38857,1183877,1,"WV","Awesome Steel Gloves","Verona Brakus II",131483
false,false,"Health & Music",42.42,"Male","3-1-2021","3:31:33","Hettingerview","MasterCard",127.26,1713762,"13424 Salma Throughway","Auer V",217660,true,10396,true,3,"NM","Rustic Granite Table","Lesley Collier",true
96.56,32.73,"Music",72.41,"Female","10-24-2021","3:24:22","North Keltonborough","Cash",144.82,true,"96133 Ellis Mount","Kuphal, Spencer and Blanda",950666,74.59,67079,6996677,2,"MT","Gorgeous Concrete Table","Ms. Floyd Wunsch",131287
false,53.03,"Beauty & Grocery",59.86,"Male","10-2-2021","7:8:22","East Dayne","Cash",598.60,8059786,"921 Ben Ranch","Auer V",834216,true,52981,8614058,10,"MN","Awesome Concrete Pants","Michaela Dibbert",6226746
"panel",true,"Jewelery",19.61,"Female","6-16-2021","6:45:36","New Briaside","MasterCard",117.66,"connecting","37171 Tromp Underpass","Lakin, O'Connell and Monahan",316156,"USB",50944,"JBOD",6,"MS","Awesome Plastic Computer","Myrl Parker V","synthesizing"
95.23,4505460,"Beauty & Games",98.13,"Male","2-28-2021","19:34:59","North Elta","Visa",294.39,"ADP","4280 Marquis Square","Kuphal, Spencer and Blanda",327934,4.22,16924,"transmitting",3,"MD","Awesome Wooden Computer","Nathanael Lynch","program"
2755487,true,"Music",65.49,"Female","10-10-2021","1:14:46","Andresland","Visa",327.45,34.98,"8863 Pauline Glens","Lakin, O'Connell and Monahan",371052,4483244,13326,54.99,5,"WV","Ergonomic Cotton Computer","Karelle Ritchie",63.56
true,9.89,"Jewelery, Music & Home",79.82,"Female","8-27-2021","17:50:39","East Jayland","Cash",399.10,true,"6586 McLaughlin Corner","Auer V",554860,false,96333,7148337,5,"FL","Awesome Steel Gloves","Ms. Shany Witting",6893625
67.13,true,"Games, Kids & Grocery",2.60,"Female","8-22-2021","4:46:47","South Joelburgh","MasterCard",15.60,6.36,"9031 Valentine Rapid","McClure, Block and Franecki",129037,3.23,25924,false,6,"AL","Intelligent Rubber Car","Ms. Armando Trantow",false
"circuit",false,"Jewelery",26.63,"Female","7-15-2021","8:38:7","Marianabury","EWallet",53.26,true,"796 Roosevelt Canyon","Auer V",470342,"parse",61726,374360,2,"MN","Fantastic Cotton Hat","Mr. Macie Moen",3145120
true,4.91,"Automotive",67.67,"Male","10-11-2021","20:20:18","North Edwinaberg","Visa",338.35,"application","4454 McLaughlin Trail","Wiegand-Tillman",198128,true,58471,"online",5,"ND","Sleek Rubber Shoes","Toy Schinner","XSS"
false,"bypass","Home",29.23,"Female","9-21-2021","8:40:56","Veumville","AMEX",146.15,true,"58015 Bartholome Village","Larkin-McClure",146236,true,98489,61.71,5,"IL","Intelligent Rubber Shoes","Jarvis Monahan",94.70
"SMTP",8158884,"Industrial, Movies & Beauty",32.84,"Female","8-30-2021","0:18:32","Lewfort","Cash",229.88,false,"2231 Angelo Ports","Wiegand-Tillman",708632,"input",54862,"input",7,"OR","Rustic Steel Hat","Mrs. Mustafa Dare","parse"
38.77,false,"Baby, Clothing & Health",32.04,"Male","9-30-2021","9:39:45","Sanfordberg","AMEX",256.32,false,"384 Krajcik Gardens","Wiegand-Tillman",579122,4.03,12154,true,8,"IN","Rustic Cotton Pants","Amalia Bogisich",false
true,true,"Sports, Beauty & Industrial",76.34,"Male","6-30-2021","0:56:45","North Annabellefort","MasterCard",534.38,3985210,"622 Crooks Bypass","Larkin-McClure",658097,false,74764,1648963,7,"GA","Intelligent Granite Shoes","Brock Walsh",8798761
"USB",30.17,"Automotive, Toys & Sports",18.96,"Male","10-13-2021","3:22:51","Lake Olenberg","AMEX",75.84,32.95,"761 Verla Pass","Wiegand-Tillman",278967,"compressing",53939,true,4,"AR","Small Steel Shoes","Kolby Konopelski",true
"bus",30.31,"Beauty, Clothing & Health",35.93,"Male","1-28-2021","18:55:37","Albinaport","Cash",107.79,224126,"14106 Kovacek Centers","Considine PhD",152854,"programming",74676,"SAS",3,"SD","Intelligent Cotton Computer","Anthony Christiansen","application"
3152740,"synthesizing","Health",96.54,"Female","6-6-2021","8:55:49","Torphymouth","EWallet",675.78,58.00,"81763 Lehner Turnpike","Larkin-McClure",516338,4799971,35037,9075716,7,"CT","Ergonomic Plastic Pants","Reggie Terry",5022104
6347215,true,"Automotive, Jewelery & Kids",48.25,"Female","5-2-2021","5:14:23","Larsonville","AMEX",241.25,4445327,"471 Salvatore Inlet","Wiegand-Tillman",789148,3736950,86509,7458366,5,"NC","Sleek Granite Car","Kaylie Flatley",5250266
27.19,"JSON","Tools",82.19,"Female","4-27-2021","21:48:52","Lake Alannafurt","Cash",246.57,1628124,"46376 Juana Spurs","Kshlerin DDS",169046,62.90,38752,true,3,"NC","Intelligent Wooden Hat","Reyes Miller",false
48.32,71.38,"Kids & Sports",71.99,"Male","10-21-2021","10:6:52","Morarborough","Visa",503.93,false,"97033 Dickens Springs","Considine PhD",448536,10.60,22552,false,7,"VA","Sleek Concrete Computer","Noemi Metz",true
"capacitor",6251004,"Electronics, Shoes & Garden",14.25,"Female","10-15-2021","15:13:43","Gilesbury","MasterCard",71.25,4205136,"4740 Nolan Stravenue","Kshlerin DDS",196009,"RAM",45573,true,5,"IL","Fantastic Plastic Shoes","Marjory Langosh",false
