City,system,hard drive,port,InvoiceId,system,State,Time,CustomerName,Date,ProductPrice,Address,alarm,Department,card,Store,Gender,Total,PostalCode,bandwidth,Quantity,Product,PaymentType
"Garretmouth",7668575,"connecting","quantify",866740,5466761,"CO","21:4:7","Anjali Hermiston","9-16-2021",39.75,"5780 Marcel Loaf",26.04,"Garden & Shoes",86.42,"Considine PhD","Female",357.75,84739,"programming",9,"Awesome Steel Shoes","Cash"
"Waldofurt",1083830,"JSON","neural",977549,8381385,"CT","2:34:14","Ms. Clement Sanford","8-26-2021",81.97,"912 Schowalter Forge",8666096,"Baby & Computers","hacking","Armstrong, Strosin and Altenwerth","Male",327.88,67699,"haptic",4,"Incredible Plastic Gloves","Visa"
"West Wilbertfort",22.09,true,true,382458,22.40,"AZ","6:23:21","Willa Kunze","10-17-2021",81.40,"9582 Reichel Rest",31.03,"Tools, Garden & Grocery",7103265,"Lakin, O'Connell and Monahan","Male",407.00,61484,17.21,5,"Awesome Steel Pants","AMEX"
"Wizaport",false,83.02,46.12,111776,false,"IA","5:55:54","Nathaniel Johnson","10-4-2021",96.78,"5081 Travon Walk",2155499,"Automotive & Health",68.62,"Kuphal, Spencer and Blanda","Male",580.68,64267,5471001,6,"Practical Cotton Hat","AMEX"
"Port Asahaven",67.77,true,21.01,749336,83.54,"ME","7:42:37","Westley Pfannerstill","3-28-2021",62.93,"634 Marlen Hollow",false,"Electronics & Sports",43.14,"McClure, Block and Franecki","Male",377.58,18239,false,6,"Incredible Cotton Hat","Cash"
"Morarton",15.70,true,6015503,930584,64.84,"AL","12:9:56","Keyshawn Hickle","8-12-2021",0.04,"12002 Jake Spring","navigate","Health",9344414,"Wiegand-Tillman","Female",0.20,61060,33.24,5,"Rustic Rubber Shoes","EWallet"
"Smithbury",43.60,5083256,"redundant",112578,31.68,"ND","10:26:19","Tina Lesch DDS","6-8-2021",11.08,"75330 Conn Track","system","Electronics, Garden & Outdoors",7739700,"Larkin-McClure","Male",44.32,78730,"solid state",4,"Small Rubber Car","MasterCard"
"Ullrichbury",5968509,7516230,3791461,325953,1516842,"NM","19:15:22","Jesse Quigley","9-19-2021",57.54,"88569 Golden Lakes","transmitting","Kids, Outdoors & Computers",false,"Kuphal, Spencer and Blanda","Female",575.40,19671,"programming",10,"Gorgeous Concrete Table","Visa"
"Loyalstad",false,"neural",63.96,116335,true,"WA","21:35:20","Katlyn Stanton","3-1-2021",53.89,"294 Jeffery Forest",1496778,"Computers & Kids","program","Considine PhD","Male",269.45,44761,7356671,5,"Intelligent Wooden Car","AMEX"
"Candiceville",32.45,true,true,354739,35.11,"AK","15:17:4","Tianna Kilback","7-17-2021",7.22,"81630 King Landing",44.14,"Industrial & Tools",8348134,"Wiegand-Tillman","Female",64.98,65272,27.55,9,"Sleek Rubber Hat","Visa"
"West Coleland",6.74,true,true,264879,92.06,"CO","6:59:28","Judge Bode","10-23-2021",31.81,"7211 Brekke Isle",15.94,"Games",true,"Lakin, O'Connell and Monahan","Male",63.62,56573,2.05,2,"Practical Rubber Hat","MasterCard"
"Stantontown",true,43.60,3.85,656565,false,"HI","6:40:36","Golden Kreiger","10-24-2021",36.15,"5246 Wuckert Burgs",true,"Computers, Baby & Kids",25.59,"Armstrong, Strosin and Altenwerth","Male",36.15,11811,true,1,"Fantastic Granite Gloves","MasterCard"
"Vitaberg",true,true,"bypass",486051,false,"MD","7:31:12","Keenan Cruickshank I","10-8-2021",3.02,"24458 King Lake",37.55,"Books","parsing","Auer V","Male",18.12,94045,"solid state",6,"Rustic Steel Table","Visa"
"Wardchester",true,1887890,false,157279,false,"OH","1:17:2","Dr. Lilla Cummerata","3-20-2021",19.30,"20813 Raynor Estate",1905657,"Health & Tools",1115962,"Wiegand-Tillman","Female",193.00,24498,509141,10,"Fantastic Plastic Pants","Cash"
"Mariestad","quantifying","navigate",2767190,239899,"copying","AK","8:18:52","Johanna Steuber","10-3-2021",8.74,"11997 Kuvalis Glens",true,"Tools","RSS","Wiegand-Tillman","Female",78.66,82267,51.82,9,"Gorgeous Wooden Gloves","Cash"
"North Andreview",4.41,"synthesize",false,411270,80.48,"AL","17:11:53","Rachelle Farrell PhD","9-21-2021",87.49,"47639 Stroman Spur","parse","Outdoors",3939237,"Armstrong, Strosin and Altenwerth","Female",612.43,55542,"hacking",7,"Practical Granite Table","Visa"
"Port Aliya",97.81,false,11.31,754317,74.28,"MN","5:5:19","Harrison Hoeger","10-12-2021",13.15,"8434 Augustine Meadows",70.74,"Health, Books & Jewelery",33.10,"Wiegand-Tillman","Male",26.30,28033,93.32,2,"Small Cotton Shoes","MasterCard"
"Ottishaven",true,false,85.43,145729,false,"NV","23:36:23","Mr. Victor Green","1-11-2021",60.86,"57833 Jimmy Knolls",53.94,"Garden & Jewelery",false,"Considine PhD","Male",608.60,30971,true,10,"Ergonomic Cotton Hat","MasterCard"
"North Ronside","RAM",74.32,"microchip",924536,"ADP","FL","10:45:2","Helen Donnelly","4-16-2021",63.22,"924 Ruecker Oval",3117445,"Jewelery & Clothing","connect","McClure, Block and Franecki","Male",505.76,74957,"XML",8,"Practical Wooden Car","AMEX"
"Paucekport",false,3742559,"pixel",259725,true,"ND","9:39:3","Anika Kertzmann","8-14-2021",22.36,"86051 Bernier Prairie",8273854,"Kids","driver","McClure, Block and Franecki","Female",22.36,87948,5613492,1,"Fantastic Rubber Pants","Visa"
"West Mauricefurt","connect",false,"transmit",515963,"neural","CA","12:44:30","Mr. Stephen Heaney","6-24-2021",52.57,"9439 Green Cliff",7306943,"Shoes, Games & Electronics",85.47,"Wiegand-Tillman","Female",525.70,41133,21.01,10,"Small Granite Car","Cash"
"Stehrburgh",true,true,"circuit",285152,true,"OR","4:13:5","Cesar Hahn","10-21-2021",3.87,"120 Madisen Forks",true,"Electronics",997094,"Auer V","Male",7.74,43214,false,2,"Practical Wooden Computer","Visa"
"Jewelshire",false,true,71.10,498334,true,"ID","5:42:16","Britney Roberts","7-14-2021",99.56,"968 Thompson Landing",false,"Books & Baby",true,"McClure, Block and Franecki","Male",796.48,54558,false,8,"Practical Concrete Shoes","EWallet"
"Farrellfort",3700062,82.84,false,866424,5766743,"WV","22:43:32","Monroe Brekke","10-18-2021",40.87,"71377 Anika Ports",6588636,"Health",false,"Larkin-McClure","Female",326.96,45514,7416128,8,"Ergonomic Rubber Chair","Visa"
"North Rhiannamouth",551474,"calculating",7963849,219541,2884912,"UT","17:21:11","Erika Price","8-13-2021",63.07,"3997 Lesch Shoal",5417413,"Games",3510565,"Lakin, O'Connell and Monahan","Male",630.70,95708,true,10,"Intelligent Wooden Car","AMEX"
"South Drewfort","hack",7239471,960573,270537,"hack","CO","5:22:33","Chester Mosciski","3-16-2021",7.20,"1342 Ramona Center",false,"Outdoors",7685634,"Kuphal, Spencer and Blanda","Male",50.40,39384,8615493,7,"Ergonomic Granite Gloves","Cash"
"North Fern","online",true,87.92,226909,"copy","WA","6:42:48","Kendra Feest","9-7-2021",11.42,"89352 Jovanny Mall",71.22,"Jewelery & Electronics","PNG","Kshlerin DDS","Male",114.20,10270,false,10,"Rustic Cotton Pants","AMEX"
"Lake Jordyn","synthesize","sensor",9.11,397056,"quantify","ID","16:13:14","Mrs. Gisselle Larkin","4-18-2021",26.74,"32362 Koch Mount",false,"Kids, Clothing & Electronics",28.08,"Larkin-McClure","Male",213.92,92436,78.51,8,"Intelligent Plastic Hat","AMEX"
"New Chelsey",3.80,false,true,657019,76.95,"SD","12:56:29","Caitlyn Bahringer","7-18-2021",96.54,"60904 Desmond Villages",85.92,"Home & Books",36.37,"Armstrong, Strosin and Altenwerth","Female",386.16,52748,72.31,4,"Sleek Wooden Shirt","Visa"
"Langfort",true,11.95,"SCSI",347750,true,"NY","16:14:4","Cory Howe Sr.","4-10-2021",46.27,"511 Wolf Ford",60.60,"Clothing & Industrial",770916,"Kshlerin DDS","Male",323.89,68569,false,7,"Intelligent Rubber Table","EWallet"
"Hickleshire",96.72,6039610,true,125122,12.08,"NJ","23:12:39","Aubrey Harber III","10-3-2021",31.12,"1916 Kim Loaf","wireless","Sports",70.53,"Parisian, Wolff and Gorczany","Male",280.08,87561,93.94,9,"Practical Granite Chair","Visa"
"New Carlihaven",true,219825,4234394,240143,true,"IN","20:35:31","Chauncey Wehner","7-3-2021",99.67,"318 Trantow Springs","programming","Outdoors, Beauty & Automotive","transmit","Kuphal, Spencer and Blanda","Male",199.34,47617,38.90,2,"Awesome Steel Table","EWallet"
"McCulloughton",5735344,"driver",86.69,374567,7627701,"OH","22:42:44","Jakayla Heller","9-28-2021",30.08,"1732 Brown Landing",6567032,"Home",8054891,"Kuphal, Spencer and Blanda","Male",60.16,22247,false,2,"Intelligent Steel Table","Cash"
"Kuhlmanstad",8.60,"index",2600915,768248,84.65,"NV","14:10:41","Lola Hahn","6-12-2021",86.65,"4941 Rosario Summit","hard drive","Outdoors",44.03,"Kuphal, Spencer and Blanda","Male",259.95,35097,true,3,"Intelligent Concrete Pants","Visa"
"Port Jerad",false,19.47,81.99,372812,true,"OH","17:59:47","Ms. Deion Cummings","4-16-2021",24.67,"40864 Auer Locks",true,"Garden, Music & Grocery",27.54,"McClure, Block and Franecki","Male",123.35,31117,50.83,5,"Fantastic Granite Computer","EWallet"
"Jalenfurt",4474947,"hard drive",53.77,452256,6880919,"SD","1:9:0","Miss Selina Hamill","10-14-2021",45.90,"32006 Milan Curve",false,"Toys, Jewelery & Grocery","connecting","Armstrong, Strosin and Altenwerth","Female",321.30,88837,45.03,7,"Small Steel Shoes","MasterCard"
"Janisshire",97.63,688586,4137684,632379,70.95,"LA","0:20:9","Carissa Beatty","10-4-2021",45.44,"801 Kemmer Road",false,"Electronics & Baby",6865744,"Kuphal, Spencer and Blanda","Male",363.52,38834,7351150,8,"Intelligent Granite Shirt","AMEX"
"Crooksland",3664861,"calculating",true,188273,4967297,"IL","15:29:21","Paul Emard","7-11-2021",48.30,"74209 Ryleigh Light",6457666,"Baby, Sports & Industrial","JSON","McClure, Block and Franecki","Male",193.20,17449,13.44,4,"Intelligent Steel Shirt","EWallet"
"New Taryn","primary","COM",2167355,327219,"primary","KY","6:12:36","Eliza Heathcote","10-18-2021",7.79,"22877 Crona Valleys",62.71,"Health, Shoes & Sports","back-end","Lakin, O'Connell and Monahan","Female",38.95,84634,"cross-platform",5,"Intelligent Concrete Chair","Cash"
"Bechtelarport",true,false,"primary",920249,false,"CA","16:14:40","Mr. Angelina Marquardt","2-20-2021",6.89,"5568 Rickie Hills",9.47,"Movies & Automotive",false,"Larkin-McClure","Male",48.23,66521,3940323,7,"Fantastic Rubber Computer","AMEX"
"Lake Manuelchester",false,"overriding",686342,478052,true,"IN","15:7:24","Tito Pollich","8-27-2021",2.84,"76688 Julio Throughway",true,"Beauty, Electronics & Shoes",false,"Auer V","Male",22.72,74883,true,8,"Rustic Wooden Computer","EWallet"
"South Brialand",true,22.18,true,787442,true,"MA","8:49:34","Daisha White III","10-7-2021",77.03,"52640 Fay Key",71.36,"Beauty",false,"Considine PhD","Female",385.15,82269,false,5,"Awesome Wooden Gloves","MasterCard"
"South Joanniehaven",34.00,"multi-byte",59.24,838100,19.47,"NJ","18:57:1","Will Funk","10-24-2021",0.86,"1284 Doyle Common",16.29,"Books & Shoes",78.28,"Lakin, O'Connell and Monahan","Male",8.60,29413,2.52,10,"Intelligent Wooden Gloves","EWallet"
"Kemmermouth",5861104,8929482,7921437,722158,1512580,"SC","11:13:37","Angelo Hermann","6-16-2021",17.31,"85157 Weber Avenue",475096,"Beauty & Clothing","index","Parisian, Wolff and Gorczany","Female",138.48,69024,8900038,8,"Fantastic Plastic Shoes","Visa"
"Port Myrtle","navigating",true,"connect",822452,"SCSI","TN","19:20:34","Leonardo Runolfsdottir","3-15-2021",50.64,"997 Claude Burg",37.94,"Sports","ADP","McClure, Block and Franecki","Female",455.76,30091,"quantify",9,"Rustic Rubber Pants","AMEX"
"Leannonfurt",false,6169678,"SDD",972854,true,"NE","22:58:19","Mr. Shania Swaniawski","10-21-2021",9.57,"8788 Norris Summit","protocol","Movies, Tools & Music",true,"Kshlerin DDS","Female",38.28,34568,false,4,"Gorgeous Concrete Shirt","EWallet"
"Port Modesto",8792508,"bluetooth",5918145,831692,4323452,"WV","0:16:4","Eli Kerluke","10-11-2021",82.72,"181 Johnson Street",true,"Music & Industrial",true,"Auer V","Male",413.60,26626,"card",5,"Ergonomic Steel Chair","Visa"
"Rennerview",791596,false,20.97,512934,3222093,"NC","19:28:15","Cloyd Reichert DDS","9-4-2021",47.95,"9876 Dennis Turnpike",40.94,"Computers & Baby",4390810,"Considine PhD","Female",191.80,80210,false,4,"Practical Granite Chair","AMEX"
"Laurinestad",68.64,28.86,92.00,768389,54.09,"AL","0:35:51","Theresia Gerhold","1-14-2021",59.69,"97932 Schulist Well","indexing","Garden & Shoes",false,"Considine PhD","Female",179.07,45357,"input",3,"Gorgeous Rubber Pants","Visa"
"Hegmannstad",8238534,49.17,"overriding",172728,5902761,"DE","18:44:53","Natasha Mann","10-14-2021",86.66,"2358 Sauer Row",71.36,"Sports & Toys","multi-byte","Armstrong, Strosin and Altenwerth","Male",606.62,46706,false,7,"Intelligent Plastic Computer","EWallet"
"Lake Yasmin","quantifying",false,"navigate",565764,"connect","MN","22:46:27","Riley Flatley","10-2-2021",36.04,"49665 Yvette Loop",5196795,"Industrial","generating","McClure, Block and Franecki","Male",324.36,23747,true,9,"Awesome Cotton Car","Visa"
"South Ubaldo",2069429,90.88,40.95,726869,8379555,"NJ","14:47:9","Jessika Jerde Jr.","10-15-2021",9.43,"196 Rohan Valleys",6546907,"Grocery","USB","Larkin-McClure","Female",37.72,62906,26.18,4,"Rustic Concrete Car","MasterCard"
"North Rosachester",false,false,true,574687,true,"RI","22:30:30","Ms. Kaylie Hauck","8-21-2021",92.98,"541 Karl Estates",true,"Electronics, Games & Outdoors",true,"Armstrong, Strosin and Altenwerth","Male",836.82,89668,97.92,9,"Awesome Steel Shoes","AMEX"
"Schneiderport",76.76,true,false,287067,62.48,"UT","21:29:9","Easter Russel II","10-13-2021",3.15,"69363 Lang Views",85.91,"Sports",true,"Kuphal, Spencer and Blanda","Female",12.60,28436,true,4,"Small Rubber Pants","Visa"
"Port Uniqueberg",71.35,33.70,83.65,292020,43.69,"NY","1:25:37","Mr. Adaline Mills","6-24-2021",82.18,"165 Palma Union",false,"Games",3.11,"Wiegand-Tillman","Female",246.54,87144,39.03,3,"Fantastic Wooden Table","MasterCard"
"Presleyborough",7553868,false,false,975668,2064644,"WA","8:44:23","Eduardo Casper","7-2-2021",15.17,"3129 Gregorio Mall",3338803,"Games, Clothing & Shoes","multi-byte","Kshlerin DDS","Female",91.02,80204,true,6,"Small Concrete Chair","Cash"
"Felipebury","open-source",true,4848010,484073,"reboot","NJ","19:20:33","Miss Keith Hauck","7-31-2021",39.82,"7267 Bo Ramp",74.94,"Movies & Sports",7644854,"Considine PhD","Female",119.46,35710,"capacitor",3,"Ergonomic Steel Pants","MasterCard"
"West Jaydaville",true,"CSS",96.37,748364,false,"AK","8:11:37","Toni Robel","8-21-2021",83.98,"320 Legros Pines",true,"Garden & Movies",2894603,"Kshlerin DDS","Male",167.96,11929,55.28,2,"Ergonomic Rubber Pants","Cash"
"New Stephanieberg",false,"override","hard drive",536158,true,"CA","10:34:33","Shannon Baumbach","6-13-2021",84.86,"102 Torrey Prairie","RSS","Garden, Kids & Clothing",true,"Kuphal, Spencer and Blanda","Female",848.60,34255,false,10,"Gorgeous Steel Car","AMEX"
"Pansyview",true,true,false,413829,false,"TN","14:19:43","Miss Armando Heidenreich","5-3-2021",56.76,"1294 Marks Camp",false,"Clothing, Health & Jewelery",14.53,"Kuphal, Spencer and Blanda","Male",170.28,72667,true,3,"Awesome Rubber Shoes","AMEX"
"Port Deonte",99.67,49.84,13.16,266203,75.16,"FL","16:31:32","Carolina Langworth","9-20-2021",65.45,"38800 Larkin Drives",true,"Health & Clothing",61.54,"Wiegand-Tillman","Female",458.15,26822,"calculate",7,"Practical Granite Table","EWallet"
"Lake Lillyville",47.19,"bluetooth",3159113,764806,22.83,"SD","6:54:14","Edwardo MacGyver","7-12-2021",80.87,"664 Tyler Burg","navigate","Shoes, Jewelery & Home","synthesize","Kshlerin DDS","Male",161.74,64613,15.67,2,"Rustic Plastic Shirt","MasterCard"
"Port Vernon",3517488,1849278,6559441,641798,152843,"AK","14:31:22","Viola Torphy","10-1-2021",5.18,"8645 Cummerata Common","bandwidth","Electronics, Music & Books",5655583,"Wiegand-Tillman","Male",36.26,34927,"synthesizing",7,"Incredible Wooden Pants","MasterCard"
"East Jack",6580432,5192081,6085219,454813,3706308,"AL","14:12:50","Ted Turner Jr.","8-25-2021",77.08,"115 Marvin Island",11.47,"Shoes, Automotive & Clothing",42755,"Parisian, Wolff and Gorczany","Female",385.40,44367,1729619,5,"Incredible Cotton Shoes","MasterCard"
"Carolinaland","transmit",8043215,"generate",698723,"override","WI","1:5:29","Tod Pouros","10-11-2021",9.72,"1327 Thiel Light","parse","Outdoors",95.35,"Larkin-McClure","Male",58.32,19795,false,6,"Rustic Concrete Chair","Cash"
"West Paulinemouth",58.39,"IB",763402,341750,7.12,"UT","16:25:7","Maggie Hayes","9-29-2021",62.11,"761 Pouros Manor",1717257,"Outdoors",true,"Lakin, O'Connell and Monahan","Male",62.11,66051,2.66,1,"Awesome Granite Pants","Cash"
"Port Morganside",false,true,false,506579,false,"FL","11:11:23","Gilda Bashirian III","6-28-2021",99.38,"2305 Jaquelin Cliffs",false,"Books & Computers",false,"Considine PhD","Male",695.66,89870,"navigate",7,"Intelligent Wooden Gloves","Visa"
"Newtontown",1370440,2737346,true,346694,4493283,"WV","22:54:31","Karen Kuhic","9-24-2021",10.41,"41899 Hettinger Causeway",1271272,"Shoes","synthesizing","McClure, Block and Franecki","Male",62.46,92676,1813787,6,"Incredible Cotton Hat","EWallet"
"New Maymieland",3766404,603759,6749909,219182,1077942,"CA","21:43:39","Elda Steuber","7-5-2021",91.34,"3437 Corkery Causeway",5058213,"Games",5684051,"Wiegand-Tillman","Female",548.04,13409,"wireless",6,"Rustic Steel Computer","Cash"
"Lake Alveraland",1521971,4066255,8237536,546139,8350146,"KS","9:1:2","Devan Runte","6-28-2021",20.74,"188 Rosemarie Summit",8895919,"Home, Music & Beauty",8618831,"Larkin-McClure","Male",20.74,19394,false,1,"Sleek Rubber Hat","EWallet"
"South Mariloufort","bandwidth",5441342,91.93,246614,"matrix","VA","9:57:19","Leann Dach Sr.","8-29-2021",19.71,"85150 Becker Manor","HTTP","Sports","hacking","Considine PhD","Male",137.97,89595,8087459,7,"Ergonomic Cotton Table","EWallet"
"Pagacmouth",true,59.34,22.20,989552,true,"MT","19:19:9","Giovani Schaefer","10-24-2021",74.46,"23471 Kertzmann Island",true,"Kids",true,"Lakin, O'Connell and Monahan","Male",446.76,45439,true,6,"Rustic Granite Shirt","Visa"
"Rudystad","override",true,69.33,418046,"generating","SC","0:5:7","America Flatley","10-23-2021",75.18,"2123 Fadel Underpass",5796172,"Electronics",true,"Wiegand-Tillman","Female",601.44,10824,3216250,8,"Practical Steel Shirt","AMEX"
"Janhaven",64.80,true,77.63,602910,37.82,"ID","14:58:4","Dr. Cleveland O'Kon","10-6-2021",60.46,"70152 DuBuque Coves",true,"Shoes, Grocery & Baby",2850939,"Armstrong, Strosin and Altenwerth","Male",423.22,71817,59.52,7,"Sleek Steel Gloves","MasterCard"
"Urielberg",false,6935728,9323351,602276,true,"WY","2:34:26","Ms. Ivy Sporer","5-3-2021",64.88,"5692 Angelo Orchard",7166940,"Baby","transmit","Considine PhD","Male",389.28,91419,6423418,6,"Incredible Cotton Shoes","EWallet"
"Lake Quintenbury","compress",7386050,"microchip",761021,"array","WV","21:11:54","Edna Stark","12-10-2020",9.37,"172 Roger Drive","driver","Outdoors & Automotive",4266892,"Auer V","Female",46.85,19210,"calculating",5,"Small Rubber Shirt","Visa"
"Sheldonton",71.37,21.16,1236759,819247,46.86,"TN","23:51:53","Ora Kuphal","5-28-2021",4.44,"22002 Gottlieb Port",205286,"Games & Automotive","driver","Armstrong, Strosin and Altenwerth","Male",31.08,82545,2.71,7,"Practical Plastic Hat","EWallet"
"South Zettaville",true,42.33,2181814,427107,true,"UT","12:23:22","Ms. Jonatan Considine","9-5-2021",39.21,"87513 Marcia Road",true,"Industrial & Clothing","CSS","Auer V","Female",78.42,83120,"sensor",2,"Small Steel Shoes","AMEX"
"West Willieland",false,89.46,52.40,465166,true,"SC","13:6:38","Irwin Stiedemann","4-3-2021",98.73,"65123 Jodie Parks",35.41,"Health & Industrial",97.96,"Kuphal, Spencer and Blanda","Male",98.73,77153,34.27,1,"Fantastic Granite Hat","MasterCard"
"East Marie",false,0.33,62.80,641576,true,"WV","10:34:24","Cortney Renner","7-5-2021",66.27,"6815 Brekke Shore",9347471,"Industrial & Shoes",true,"Larkin-McClure","Male",662.70,88866,778028,10,"Ergonomic Rubber Shoes","MasterCard"
"Beckerborough","virtual",false,"array",301015,"alarm","WY","16:53:29","Santina Beahan","6-28-2021",52.08,"5886 Schroeder Brook",97.30,"Tools & Computers",false,"Lakin, O'Connell and Monahan","Female",208.32,84212,"FTP",4,"Fantastic Wooden Gloves","Cash"
"Margothaven",true,95.90,8548815,900563,true,"NC","7:38:56","Vance D'Amore PhD","7-3-2021",98.74,"22332 Rice Shoals","JBOD","Automotive, Shoes & Computers",68.47,"Wiegand-Tillman","Male",789.92,76502,"neural",8,"Ergonomic Wooden Gloves","EWallet"
