hard drive,PaymentType,bandwidth,State,Quantity,City,capacitor,pixel,CustomerName,Department,PostalCode,Date,Time,application,Address,Total,InvoiceId,Product,Store,ProductPrice,Gender
4906713,"Cash",8297434,"UT",7,"Lake Queenmouth",8364508,"wireless","Ward Rath","Garden",75919,"10-16-2021","11:56:45","connect","8761 Maggio Squares",418.39,111915,"Small Cotton Chair","Parisian, Wolff and Gorczany",59.77,"Male"
false,"Cash","online","MD",1,"Mitchellview",true,"hack","Carmine Stamm","Tools & Sports",71621,"8-23-2021","12:36:55",1448479,"470 Abbey Points",42.48,398721,"Sleek Granite Hat","Armstrong, Strosin and Altenwerth",42.48,"Male"
63.57,"EWallet","RAM","SD",6,"Loyport",717781,8056465,"Marjolaine Fahey","Toys",59077,"9-30-2021","15:9:41",false,"766 Marlee View",497.04,338174,"Incredible Wooden Computer","Armstrong, Strosin and Altenwerth",82.84,"Female"
true,"MasterCard",12.69,"MS",1,"West Maynardfort",69.34,"override","Sandy Fritsch","Sports & Outdoors",79596,"8-16-2021","20:8:50",35.17,"66700 Shyann Road",53.58,194428,"Practical Wooden Car","Considine PhD",53.58,"Male"
false,"Cash",57.63,"WY",10,"Hackettburgh",53.79,false,"Kenneth Smitham","Baby",59401,"10-3-2021","3:28:27",13.19,"31521 Hilton View",883.10,477148,"Small Granite Hat","Kshlerin DDS",88.31,"Male"
72.90,"MasterCard",false,"MS",7,"Port Shaun","optical",67.30,"Akeem Kreiger","Toys",62768,"7-17-2021","15:11:58","hacking","7987 Karolann Forks",110.32,331910,"Intelligent Granite Hat","Lakin, O'Connell and Monahan",15.76,"Female"
6762030,"AMEX",39409,"NC",6,"West Melynafurt","application",15.60,"Rahul Kris I","Health",50309,"1-30-2021","17:55:54",8469567,"9948 Powlowski Mews",81.12,356736,"Awesome Wooden Shoes","Auer V",13.52,"Male"
4895234,"MasterCard","JSON","MN",8,"Lake Asiachester",false,6690791,"Oma Daniel","Baby",12704,"9-23-2021","18:39:20",8756741,"503 Flavie Hill",694.32,632884,"Incredible Granite Pants","Considine PhD",86.79,"Male"
3841628,"Cash","array","UT",5,"North Hilbert",1.84,"USB","Moshe Dickinson","Tools",62424,"7-26-2021","0:24:35","FTP","2049 Justen Ford",188.95,825311,"Rustic Plastic Shoes","Auer V",37.79,"Male"
44.65,"MasterCard","RAM","WI",7,"Jaylinbury",8932341,39.81,"Tania King","Sports, Shoes & Computers",56378,"9-14-2021","0:25:0",1224454,"6053 Weber Common",405.51,687633,"Practical Rubber Pants","Auer V",57.93,"Male"
true,"MasterCard","generating","VA",4,"Langoshborough","IB","override","Eladio Nicolas","Kids, Baby & Grocery",33183,"10-9-2021","19:9:3",14.67,"46582 Labadie Lake",183.60,549338,"Sleek Plastic Shirt","Considine PhD",45.90,"Male"
true,"Cash",true,"CT",10,"South Hassan",91.93,27.92,"Ernie Leannon","Books, Sports & Garden",37682,"5-19-2021","18:26:43",false,"94705 Mariah Islands",306.40,801132,"Fantastic Granite Table","McClure, Block and Franecki",30.64,"Male"
true,"MasterCard","primary","NE",4,"Pfannerstillberg","RAM",3.58,"Logan Cartwright","Kids",80200,"8-25-2021","13:21:33",99.70,"42542 Paucek Burgs",258.80,991344,"Sleek Wooden Table","Wiegand-Tillman",64.70,"Female"
86.07,"Cash",true,"PA",8,"Robertsland",45.20,false,"Jakob Oberbrunner","Books",60728,"9-17-2021","1:49:32","virtual","9199 Lowe Branch",171.28,573203,"Gorgeous Wooden Shirt","McClure, Block and Franecki",21.41,"Female"
16.84,"Cash","navigating","MD",7,"Hammeshaven",false,"synthesize","Javonte Graham I","Tools, Industrial & Music",12036,"5-15-2021","19:36:41",false,"61192 Pfeffer Bypass",93.59,985838,"Fantastic Cotton Pants","Armstrong, Strosin and Altenwerth",13.37,"Male"
"firewall","Cash",false,"FL",1,"South Claudie",384449,50.74,"Miss Queenie Fahey","Computers, Beauty & Garden",49195,"3-27-2021","12:59:59",1217081,"613 Randy Landing",35.90,974313,"Ergonomic Rubber Table","Kshlerin DDS",35.90,"Male"
79.74,"AMEX","navigate","DE",8,"East Arely","transmit",1496985,"Chadrick Hickle","Music",23538,"6-3-2021","14:59:53",false,"6839 Gennaro Expressway",75.20,725178,"Small Wooden Shirt","Auer V",9.40,"Male"
true,"Cash",93.64,"RI",7,"Olgaview",false,false,"Verda Hane","Computers, Outdoors & Automotive",71941,"10-15-2021","4:51:3",true,"855 Sauer Track",181.72,169012,"Gorgeous Cotton Table","Armstrong, Strosin and Altenwerth",25.96,"Male"
false,"AMEX",false,"IA",5,"New Nonaview",64.64,28.17,"Zena Feest","Clothing",31989,"10-25-2021","6:13:47",24.79,"487 Cummings Stream",281.60,138900,"Ergonomic Rubber Pants","Kshlerin DDS",56.32,"Male"
23.12,"AMEX","back up","NY",7,"West Whitneyhaven","program",2533652,"Myriam Mayer","Shoes, Automotive & Music",95101,"7-15-2021","11:33:14","array","7849 Kreiger Canyon",149.38,643481,"Awesome Rubber Table","Wiegand-Tillman",21.34,"Female"
88.10,"Cash",1389118,"DE",4,"New Beulah",7307514,8920505,"Mrs. Mauricio Simonis","Tools, Beauty & Music",52713,"3-7-2021","22:9:21",79.14,"89128 Miller Underpass",103.48,607284,"Gorgeous Granite Shirt","Lakin, O'Connell and Monahan",25.87,"Female"
62.60,"EWallet",5953474,"MA",2,"Kirlinfort","transmit","open-source","Miss Judd Bartell","Home & Toys",96416,"9-4-2021","14:24:8",27.50,"9516 Roob Pines",6.06,535392,"Sleek Granite Computer","Parisian, Wolff and Gorczany",3.03,"Female"
5058154,"MasterCard",9475153,"WV",8,"Murrayside","wireless",1320852,"Mrs. Gay Ratke","Clothing",39941,"10-15-2021","8:44:46",1546978,"2557 Leon Burgs",234.96,236051,"Rustic Wooden Car","McClure, Block and Franecki",29.37,"Female"
8621628,"Cash","RSS","UT",3,"Ebertfurt",57.51,"quantify","Fred Okuneva","Outdoors, Health & Tools",99386,"9-21-2021","12:2:10",false,"20303 Alene Gateway",9.18,451442,"Sleek Plastic Gloves","McClure, Block and Franecki",3.06,"Male"
true,"MasterCard",72.62,"WI",6,"Bogisichside",true,true,"Noemie Streich","Toys",69994,"7-12-2021","3:18:7",false,"764 Dietrich Lodge",464.40,558938,"Gorgeous Plastic Gloves","Considine PhD",77.40,"Male"
2997103,"Cash",86.51,"ID",10,"North Urban",false,true,"Keira Dickinson","Automotive & Garden",75570,"8-20-2021","20:57:5",6123518,"7816 Isabell Orchard",951.10,798166,"Sleek Wooden Computer","Larkin-McClure",95.11,"Female"
true,"AMEX",false,"NJ",4,"Lake Graham",88.80,false,"Alverta Medhurst","Clothing, Beauty & Books",66988,"10-23-2021","13:9:44",true,"3759 Janet Extension",45.88,540673,"Sleek Concrete Pants","Armstrong, Strosin and Altenwerth",11.47,"Male"
7329745,"AMEX",43.03,"AK",5,"North Camillefort",true,false,"Jamal Gislason","Music, Outdoors & Beauty",34091,"9-10-2021","6:20:38",9410286,"618 Kilback Island",54.50,629634,"Incredible Wooden Computer","McClure, Block and Franecki",10.90,"Male"
26970,"Cash","array","NY",9,"O'Keefemouth",1135068,"hack","Anya Ondricka","Tools, Beauty & Baby",79113,"6-16-2021","8:25:13",false,"66481 Alden Estates",0.36,713332,"Small Steel Hat","Kshlerin DDS",0.04,"Female"
5741049,"Cash","hack","PA",1,"Twilaberg",14.52,4656216,"Ms. Raoul Dare","Shoes, Industrial & Baby",70189,"10-22-2021","5:48:55","AI","155 Ervin Prairie",38.76,766226,"Fantastic Granite Hat","Kuphal, Spencer and Blanda",38.76,"Female"
6.33,"Visa",3134031,"WA",5,"Wardburgh",true,"mobile","Eryn Champlin","Electronics & Computers",83649,"6-29-2021","1:56:42",true,"860 Demetris Pines",215.25,463141,"Gorgeous Cotton Table","Auer V",43.05,"Female"
57.39,"EWallet",true,"VT",4,"Rempelburgh",false,13.32,"Pearline Farrell","Outdoors, Movies & Health",54061,"1-24-2021","2:4:41",true,"52016 Ziemann Club",98.28,134009,"Rustic Rubber Car","Kuphal, Spencer and Blanda",24.57,"Male"
false,"Visa",false,"GA",6,"Bartonchester",true,34.45,"Miss Chanelle Lemke","Baby",58591,"8-12-2021","1:37:24",30.92,"73349 Wuckert Courts",580.20,990943,"Ergonomic Wooden Computer","Auer V",96.70,"Female"
16.75,"AMEX",false,"KY",1,"South Luisfurt",false,73.00,"Javonte Fadel DVM","Music & Games",60012,"10-15-2021","11:52:58",false,"40254 Santiago Trail",24.59,878027,"Intelligent Plastic Pants","Auer V",24.59,"Female"
false,"AMEX","hacking","FL",5,"New Immanuelton",2496348,false,"Ms. Kaitlyn Wiza","Computers",88334,"10-19-2021","18:39:43","compressing","402 Kihn Run",235.95,738430,"Practical Rubber Hat","McClure, Block and Franecki",47.19,"Male"
false,"AMEX",9121297,"MA",4,"New Shad","synthesizing",7341158,"Dr. Diego Renner","Garden",26125,"7-25-2021","0:56:4",1246297,"14185 Kohler Manors",55.68,501816,"Small Granite Shirt","Auer V",13.92,"Female"
1455722,"EWallet","connect","ID",1,"Doriston",false,true,"Mrs. Viviane Morissette","Toys & Jewelery",53701,"2-24-2021","19:51:0","open-source","4090 Estell Canyon",87.98,510411,"Gorgeous Plastic Car","Larkin-McClure",87.98,"Female"
true,"Cash",4011991,"KS",7,"East Tobin",true,false,"Beth Langosh","Grocery, Health & Games",12219,"9-25-2021","11:0:27","alarm","80270 Leuschke Glen",175.91,416534,"Intelligent Granite Shoes","Armstrong, Strosin and Altenwerth",25.13,"Male"
9.14,"EWallet",6.40,"OH",2,"Norbertport",2.87,false,"Una Lakin","Grocery & Computers",50950,"4-29-2021","7:44:30",true,"44347 Toney Extension",193.78,837318,"Ergonomic Granite Chair","Auer V",96.89,"Female"
true,"Visa",false,"MA",7,"East Kendall",49.86,true,"Aniya Mertz","Automotive, Beauty & Games",20553,"11-30-2020","4:19:40",true,"20068 Alana Forge",680.26,433108,"Intelligent Concrete Hat","Lakin, O'Connell and Monahan",97.18,"Male"
false,"Cash",false,"MI",2,"Konopelskiburgh",true,false,"Ryan Sauer","Garden & Sports",49852,"6-13-2021","19:20:52",3321082,"61225 Martine Locks",98.78,808002,"Incredible Plastic Car","Lakin, O'Connell and Monahan",49.39,"Female"
false,"Cash",69.40,"ME",5,"East Corymouth",5263937,74.85,"Hallie Dibbert","Kids, Automotive & Garden",49512,"3-16-2021","7:34:19",true,"9187 Hodkiewicz Turnpike",362.35,938661,"Awesome Steel Gloves","Kuphal, Spencer and Blanda",72.47,"Male"
"hacking","MasterCard",true,"WI",9,"Reubenborough",62.74,"reboot","Jedediah Pacocha II","Industrial, Music & Toys",62752,"8-16-2021","5:10:51",56.53,"477 Adams Roads",330.12,380263,"Rustic Concrete Table","Kshlerin DDS",36.68,"Male"
15.17,"AMEX",1975560,"ME",1,"Port Nellie","reboot",4944721,"Chaim Hane","Sports & Baby",89570,"10-23-2021","3:24:43",7076511,"7124 Elinore Motorway",88.25,706108,"Ergonomic Granite Shoes","Considine PhD",88.25,"Male"
4738937,"AMEX","navigating","CO",2,"Rachelport",true,"multi-byte","Earnest Cummerata Jr.","Grocery, Kids & Industrial",90609,"7-16-2021","9:11:51",58.17,"16360 Ernser Fields",142.60,113631,"Gorgeous Wooden Table","Kshlerin DDS",71.30,"Female"
false,"MasterCard",9405953,"NY",9,"Lake Robbie",77.00,true,"William Wolf V","Toys, Electronics & Kids",99618,"9-26-2021","6:32:44","JBOD","167 Adeline Fields",16.47,936755,"Practical Concrete Table","Wiegand-Tillman",1.83,"Male"
true,"MasterCard",true,"HI",4,"Port Sonnystad","hard drive",4533049,"Burdette Miller","Tools & Industrial",25878,"10-15-2021","12:18:41",false,"559 Vita Plains",382.24,331914,"Practical Wooden Chair","Considine PhD",95.56,"Female"
true,"Cash",true,"AR",1,"Darrylberg",true,82.74,"Mellie O'Conner","Kids",10811,"10-11-2021","4:37:58",false,"19012 Lynn Dale",3.73,811884,"Intelligent Rubber Computer","Lakin, O'Connell and Monahan",3.73,"Female"
"virtual","EWallet",47.59,"WI",4,"Vidamouth",true,6384347,"Miss Ruthie Pagac","Games & Shoes",33578,"10-19-2021","17:37:56",76.07,"39829 Boehm Camp",216.40,464680,"Intelligent Plastic Table","Auer V",54.10,"Female"
"overriding","Visa","firewall","AZ",1,"Kaseybury",1.52,8463058,"Quinten Crooks","Electronics",19848,"4-12-2021","19:23:2","AI","667 Armand Crossroad",4.80,724378,"Rustic Cotton Computer","Considine PhD",4.80,"Male"
"compress","EWallet",62.58,"MT",3,"Leannontown",8815095,9085976,"Vivianne MacGyver","Books, Jewelery & Baby",70592,"3-26-2021","20:38:0","hacking","638 Lakin River",299.85,577587,"Fantastic Cotton Car","Wiegand-Tillman",99.95,"Male"
"transmit","MasterCard","system","MA",3,"Lilianberg",296026,7438423,"Bryce Friesen","Toys, Computers & Jewelery",35427,"8-17-2021","8:2:37",true,"3974 Kaitlin Points",6.45,848177,"Practical Plastic Car","Lakin, O'Connell and Monahan",2.15,"Male"
9.13,"AMEX",5200946,"NY",2,"Stokeston","XSS",true,"Pete Pacocha","Grocery",64260,"4-29-2021","20:7:53",true,"688 Lorna Motorway",104.68,375123,"Incredible Steel Shirt","McClure, Block and Franecki",52.34,"Male"
66.62,"MasterCard",true,"TN",7,"New Stephan",false,false,"Destiney Schmidt","Beauty",12467,"8-22-2021","18:56:28",92.77,"1567 Rahsaan Rest",540.40,239764,"Incredible Rubber Chair","Kshlerin DDS",77.20,"Female"
51.36,"AMEX","circuit","MN",1,"West Davionport",5713724,17.02,"Rosanna Turcotte III","Movies, Shoes & Kids",49740,"4-5-2021","19:49:42",true,"3693 Joannie Island",64.13,174261,"Awesome Steel Shirt","Considine PhD",64.13,"Male"
true,"AMEX","input","KS",7,"East Chaseshire",5640411,4733966,"Stacy Rice","Industrial",51501,"4-13-2021","19:12:45","digital","614 Elenora Ports",634.69,335808,"Gorgeous Cotton Computer","McClure, Block and Franecki",90.67,"Female"
4.35,"MasterCard","compress","MD",1,"Wolfburgh",82.82,3948103,"Beatrice Herman","Automotive",67500,"10-10-2021","12:50:45","quantifying","1917 Schuyler Extension",96.88,596523,"Sleek Rubber Pants","Parisian, Wolff and Gorczany",96.88,"Male"
31.62,"MasterCard",90692,"HI",4,"Lucindahaven","quantify","XSS","Miss Lamont O'Conner","Automotive, Sports & Beauty",23572,"7-7-2021","23:21:45",true,"9098 Jeffery Freeway",37.40,689998,"Sleek Wooden Shoes","Wiegand-Tillman",9.35,"Female"
true,"Visa","open-source","NC",5,"North Rubie",95.49,false,"Mrs. Greta Haley","Music & Automotive",44217,"10-19-2021","22:6:24",27.90,"18630 Leffler Springs",195.15,531993,"Awesome Plastic Pants","Parisian, Wolff and Gorczany",39.03,"Female"
20.14,"Cash",1295532,"ND",4,"Kertzmannberg",5424064,4284461,"Winona Hills","Computers & Baby",59768,"8-7-2021","18:38:0","PCI","4243 Hayes Crest",258.32,953704,"Incredible Concrete Hat","McClure, Block and Franecki",64.58,"Male"
false,"Cash",14.65,"MT",2,"New Gregory",47.65,true,"Ephraim Auer","Beauty, Garden & Kids",37649,"5-29-2021","2:41:32",53.09,"368 Erich River",58.32,919125,"Awesome Wooden Car","Kuphal, Spencer and Blanda",29.16,"Female"
true,"EWallet",8.93,"GA",1,"Meaghanport","indexing","bluetooth","Ms. Nicholaus Schuppe","Health, Kids & Grocery",47693,"10-9-2021","17:32:10",false,"570 Stark Knoll",70.65,757100,"Fantastic Plastic Hat","Kshlerin DDS",70.65,"Female"
true,"Cash","hack","OH",10,"East Assuntaton",88.98,"programming","Haylie Harber","Computers",99282,"9-30-2021","11:57:10","wireless","229 Maggio Road",734.20,877204,"Rustic Granite Table","Armstrong, Strosin and Altenwerth",73.42,"Female"
"pixel","EWallet",false,"HI",5,"Sophiaborough",97.61,"hacking","Devon Bradtke","Home",67423,"8-23-2021","20:7:45",6.13,"479 Lockman Shore",473.45,743323,"Practical Rubber Computer","Parisian, Wolff and Gorczany",94.69,"Male"
"multi-byte","MasterCard","XSS","NE",6,"Port Judyhaven","bypassing",7950731,"Minnie Fritsch","Clothing",54194,"5-2-2021","17:24:6",14.79,"15393 Demarco Islands",218.64,935520,"Gorgeous Cotton Chair","Parisian, Wolff and Gorczany",36.44,"Female"
5681261,"AMEX",true,"IN",2,"South Thaddeuston",5890168,5067067,"Henriette Frami","Toys",16305,"8-31-2021","3:10:57",false,"141 Cielo Grove",102.72,769536,"Intelligent Rubber Hat","Kshlerin DDS",51.36,"Female"
false,"Visa",9318528,"SD",10,"East Jettieport",true,false,"Kyla DuBuque","Shoes, Clothing & Health",26208,"10-1-2021","19:56:28",false,"8897 Oberbrunner Throughway",17.70,500001,"Incredible Steel Table","Wiegand-Tillman",1.77,"Male"
82.66,"Cash","redundant","NY",1,"Lake Bentonfort","parse",1775823,"Shania Barrows","Music",60582,"10-23-2021","1:23:4",true,"63302 Gibson Pike",47.18,279304,"Gorgeous Cotton Chair","Lakin, O'Connell and Monahan",47.18,"Male"
14.15,"Cash",13.71,"OR",6,"Sheaview",46.54,"calculate","Nicholas Lesch","Electronics, Shoes & Home",58406,"8-17-2021","2:59:14",1319240,"5025 Lawson Flat",539.70,404385,"Practical Concrete Table","McClure, Block and Franecki",89.95,"Male"
"redundant","Visa",98.58,"NC",5,"Schoenshire","bus",3482819,"Sabrina Sauer Jr.","Home",33669,"4-30-2021","10:27:45",0.84,"4241 Stracke Inlet",153.85,805007,"Fantastic Concrete Shirt","Wiegand-Tillman",30.77,"Male"
68845,"EWallet",83.31,"TX",3,"North Rita",4670569,false,"Clifford Sipes","Shoes & Home",79178,"7-30-2021","6:10:31","microchip","634 Elisabeth Parkways",29.19,281789,"Fantastic Concrete Computer","Considine PhD",9.73,"Male"
71.42,"AMEX","driver","OH",7,"Ruthiechester",6755507,"TCP","Daryl Blanda II","Toys, Industrial & Books",60524,"7-23-2021","15:58:56","connect","41376 Cartwright Ports",227.36,182089,"Gorgeous Steel Shirt","Armstrong, Strosin and Altenwerth",32.48,"Male"
3763150,"Cash",2901963,"SC",3,"Lake Earlene",4509057,48.50,"Harrison Kohler","Garden & Tools",40025,"9-19-2021","18:34:47",21.08,"7918 Graham Glens",207.09,530336,"Ergonomic Granite Chair","Considine PhD",69.03,"Male"
"TCP","AMEX",true,"NE",8,"Cristalton","hard drive",false,"Durward Considine","Industrial & Health",74323,"4-18-2021","19:39:26",42.25,"6398 Funk Grove",255.60,113196,"Ergonomic Concrete Table","Kuphal, Spencer and Blanda",31.95,"Female"
"optical","Visa",1082910,"ID",1,"Willtown",33.86,56.95,"Katelin Abbott","Health & Grocery",92539,"10-24-2021","10:51:2",true,"38995 Kevon Estate",27.25,499990,"Ergonomic Cotton Chair","Armstrong, Strosin and Altenwerth",27.25,"Female"
56.36,"Cash",true,"GA",2,"Kristianland",88.76,11.84,"Leann Boyer PhD","Shoes & Sports",94031,"7-29-2021","15:4:57",false,"3376 Haley Glens",61.18,145137,"Incredible Steel Shoes","Kshlerin DDS",30.59,"Male"
true,"EWallet","PNG","IA",7,"Kipton",99.95,true,"Odessa Brekke","Beauty & Outdoors",13246,"8-26-2021","10:10:20","quantify","194 Quinton Coves",6.09,253675,"Incredible Plastic Chair","Wiegand-Tillman",0.87,"Female"
1.32,"MasterCard","port","WV",8,"Port Amberbury",67.34,3.27,"Paxton Hansen II","Baby, Electronics & Garden",66272,"6-10-2021","8:47:22","IB","7475 Sanford Glen",141.92,438320,"Gorgeous Granite Hat","Parisian, Wolff and Gorczany",17.74,"Female"
6353290,"EWallet","connecting","VT",3,"Labadieshire","compress",95.26,"Corbin Kuvalis","Jewelery & Games",10896,"5-5-2021","19:10:49","synthesize","310 Marjolaine Spur",276.90,176605,"Intelligent Cotton Pants","Kshlerin DDS",92.30,"Female"
"capacitor","EWallet",7724148,"AL",9,"Douglastown",30.19,5207869,"Arielle Quitzon","Outdoors",28065,"10-7-2021","2:45:17","JBOD","2501 Aida Meadows",0.90,410560,"Fantastic Steel Pants","Larkin-McClure",0.10,"Male"
4996131,"MasterCard",false,"AR",5,"North Isom",true,true,"Emmalee Kilback","Electronics",31106,"4-3-2021","16:9:2",13.39,"308 Dallas Glen",72.20,746310,"Ergonomic Concrete Car","Kshlerin DDS",14.44,"Male"
72.04,"Cash",68.92,"IL",10,"Kossville",78.24,1.31,"Jeffry Balistreri I","Sports & Books",13886,"9-15-2021","21:28:59",true,"99829 Streich Brooks",705.10,557716,"Ergonomic Wooden Hat","Wiegand-Tillman",70.51,"Female"
true,"Visa",true,"UT",8,"Bodefurt","calculate","wireless","Mr. Marlee Carter","Computers, Outdoors & Toys",14000,"2-7-2021","1:6:49",true,"5974 Cremin Bridge",750.56,963876,"Incredible Cotton Hat","Wiegand-Tillman",93.82,"Male"
54.36,"Visa",51.39,"TX",1,"Berniermouth",47.85,"CSS","Estella Wolff","Music & Games",23382,"8-19-2021","21:10:45","connect","3370 Leta Road",96.73,193743,"Small Cotton Hat","Wiegand-Tillman",96.73,"Male"
false,"MasterCard",4122285,"WV",6,"Christopside","firewall",31.50,"Eddie Stiedemann","Books & Baby",66910,"10-4-2021","23:48:23","navigate","73948 Swift Fords",462.78,703205,"Rustic Wooden Pants","Lakin, O'Connell and Monahan",77.13,"Male"
60.40,"AMEX",8400296,"GA",2,"Fadelchester",3911200,90.04,"Alexandre Cummings","Outdoors & Electronics",82845,"5-14-2021","23:47:9",true,"9106 Korbin Estate",53.08,461570,"Awesome Cotton Chair","Armstrong, Strosin and Altenwerth",26.54,"Male"
"connecting","Visa",true,"IL",2,"Stantonchester","override",8688483,"Mr. Ramiro Kuvalis","Clothing",62026,"5-23-2021","6:32:52",4684073,"6688 Herta Falls",5.26,501795,"Awesome Wooden Gloves","Kshlerin DDS",2.63,"Male"
true,"AMEX",true,"KS",9,"Evelinebury",35.80,72.15,"Misael Toy","Outdoors, Baby & Automotive",17719,"1-10-2021","10:20:36",true,"1046 Moen Glens",205.11,268011,"Gorgeous Wooden Gloves","Kuphal, Spencer and Blanda",22.79,"Female"
0.68,"MasterCard",96.81,"WA",5,"Jacobsonfort",93.68,29.21,"Morgan Leannon","Jewelery",33134,"10-15-2021","11:12:50",true,"4981 Halvorson Plains",124.45,245758,"Fantastic Plastic Shoes","Larkin-McClure",24.89,"Male"
31.52,"AMEX",false,"HI",1,"Maverickland",false,61.07,"Mrs. Emmanuelle Upton","Baby & Home",25267,"6-26-2021","11:29:35",57.16,"73267 Richie Flat",59.44,533208,"Ergonomic Rubber Pants","McClure, Block and Franecki",59.44,"Male"
