Date,monitor,Gender,PostalCode,Department,InvoiceId,Store,State,Total,CustomerName,Time,Address,protocol,ProductPrice,Product,Quantity,City,hard drive,port,sensor,PaymentType
"8-12-2021",true,"Female",73262,"Automotive, Home & Outdoors",206557,"Parisian, Wolff and Gorczany","NM",123.32,"Maximo Ratke","17:22:46","9043 Reichert Lock",57.75,61.66,"Ergonomic Wooden Table",2,"South Lurline",false,70.85,33.61,"Visa"
"8-3-2021",83.09,"Male",33152,"Games, Shoes & Electronics",764643,"Parisian, Wolff and Gorczany","WA",752.32,"Granville Conn","21:59:28","78596 Reichel Fort",1871243,94.04,"Sleek Steel Shoes",8,"Laurymouth","backing up",false,true,"EWallet"
"6-5-2021",8.52,"Female",56607,"Automotive & Music",747781,"Wiegand-Tillman","CT",634.56,"Alvah Schowalter","9:51:50","502 Marge Trail","bypassing",79.32,"Fantastic Rubber Computer",8,"New Rossberg",false,76.46,5826011,"MasterCard"
"11-21-2020",2983349,"Female",88359,"Games, Grocery & Garden",169543,"Wiegand-Tillman","GA",24.30,"Chadrick Mills","8:8:36","238 Alyce Run","backing up",12.15,"Ergonomic Granite Hat",2,"New Marcelina",false,169668,"application","EWallet"
"3-3-2021",37.21,"Male",82408,"Tools",828199,"Larkin-McClure","AL",2.84,"Mrs. Dahlia Will","22:3:15","483 Malcolm Roads",5431780,0.71,"Awesome Concrete Hat",4,"West Madisyn","synthesize","synthesize",true,"MasterCard"
"6-10-2021",true,"Male",35543,"Grocery & Outdoors",567984,"Auer V","KY",232.17,"Brian Farrell","10:25:5","7781 Adams Creek","RSS",77.39,"Sleek Steel Chair",3,"North Keshaunshire",false,false,24.55,"Visa"
"4-11-2021",1299098,"Male",52754,"Kids & Grocery",303565,"Lakin, O'Connell and Monahan","GA",453.20,"Hank Deckow","2:2:32","9120 Assunta Cliffs",1951013,90.64,"Rustic Concrete Pants",5,"North Jannieport",36.35,"auxiliary",1920865,"MasterCard"
"9-25-2021",61.68,"Male",90738,"Jewelery",182827,"Kshlerin DDS","NY",72.36,"Casper Gutkowski","9:26:25","6380 Devan Hills",58.18,12.06,"Practical Cotton Computer",6,"Christiansenton",94.12,false,44.09,"Cash"
"5-13-2021",true,"Male",64839,"Home",115020,"Wiegand-Tillman","IA",7.15,"Therese Walter","6:29:59","265 Bode Plains",92.36,1.43,"Gorgeous Cotton Hat",5,"Kshlerinshire",false,78.58,false,"AMEX"
"10-13-2021",18.57,"Male",58729,"Clothing, Electronics & Automotive",362208,"Kuphal, Spencer and Blanda","DE",227.58,"Lucie Keebler V","11:52:19","93511 Tremblay Dale",87.44,37.93,"Small Wooden Computer",6,"Horaceborough",51.01,"bus",63.33,"MasterCard"
"10-25-2021","capacitor","Male",96168,"Industrial",216750,"Considine PhD","TN",228.64,"Garrick Kautzer","11:41:11","19431 Bogisich Inlet",288131,57.16,"Fantastic Concrete Hat",4,"East Yasmeen","primary","navigate","feed","Cash"
"10-23-2021",11.32,"Female",44080,"Outdoors, Games & Garden",690952,"Kshlerin DDS","MS",7.12,"Derrick Schiller","23:19:20","16727 Aubrey Throughway",2948721,7.12,"Practical Concrete Car",1,"Darioburgh",6037778,"pixel",2922733,"Visa"
"10-23-2021",7082524,"Female",93490,"Baby & Beauty",894986,"Larkin-McClure","WY",271.35,"Mary White","22:30:6","9533 Sawayn Glen",866332,30.15,"Ergonomic Rubber Hat",9,"East Anselmouth",2189556,"calculate",true,"AMEX"
"6-10-2021",5644287,"Male",60586,"Sports, Industrial & Electronics",533347,"Considine PhD","MS",299.10,"Kayla Sporer","7:31:56","888 Mayer Spring","driver",49.85,"Practical Concrete Pants",6,"Armandofort","online",false,true,"AMEX"
"9-21-2021",true,"Male",34184,"Movies",804010,"Kshlerin DDS","WY",669.62,"Teresa Hane","8:3:5","264 Gutkowski Island","compressing",95.66,"Incredible Concrete Gloves",7,"West Rossie",61.14,true,8491801,"AMEX"
"8-7-2021",2009195,"Male",65056,"Baby, Outdoors & Computers",816573,"Kuphal, Spencer and Blanda","AK",724.96,"Mr. Shaun Mitchell","18:29:40","10387 Aufderhar Viaduct",59.70,90.62,"Incredible Wooden Shirt",8,"North Logan",false,45.90,9.65,"EWallet"
"10-23-2021",false,"Male",74212,"Automotive & Movies",331061,"Kuphal, Spencer and Blanda","CT",16.70,"Cathy Streich DVM","14:25:34","9608 Aron Roads",true,16.70,"Awesome Cotton Shirt",1,"New Eliseoborough","copying",true,false,"Cash"
"7-25-2021",29.78,"Female",36051,"Electronics",376276,"Auer V","WV",270.75,"Mr. Darius Franecki","15:42:6","2139 Ciara Field",false,54.15,"Intelligent Steel Gloves",5,"Lake Monroe","bypassing","hacking",108662,"Visa"
"9-19-2021",true,"Female",11965,"Shoes",819988,"Lakin, O'Connell and Monahan","CT",430.47,"Brennon Bashirian","19:32:3","8190 Marcos Cliff",915096,47.83,"Gorgeous Plastic Pants",9,"Abbyshire","parsing","parse","AGP","EWallet"
"9-13-2021","solid state","Male",51568,"Movies, Toys & Baby",338158,"Auer V","NE",98.20,"Miss Luz Stoltenberg","19:29:40","83938 Cyrus Vista",66.25,24.55,"Intelligent Concrete Shirt",4,"Anabelborough","port",2654796,1111718,"MasterCard"
"9-2-2021",1260788,"Male",30845,"Baby, Beauty & Jewelery",232568,"Wiegand-Tillman","WY",71.03,"Antone Macejkovic","3:43:2","903 Legros Grove","RAM",71.03,"Practical Concrete Shirt",1,"West Erin",false,"back up",false,"EWallet"
"6-6-2021",2829329,"Male",37958,"Grocery, Books & Outdoors",633022,"Larkin-McClure","WI",484.10,"Carlo Quigley Sr.","5:20:14","1925 Edwardo Forges",false,96.82,"Gorgeous Granite Chair",5,"New Anahi","connecting",true,true,"EWallet"
"8-17-2021","AGP","Female",86042,"Automotive, Grocery & Books",989384,"Considine PhD","MT",196.76,"Rhianna Sporer","10:25:14","797 Schoen Grove",90.17,98.38,"Practical Wooden Shirt",2,"Cristianfort","GB","SDD","calculating","MasterCard"
"10-21-2021",3888479,"Male",79059,"Clothing, Beauty & Grocery",780666,"Auer V","CA",428.96,"Green Brown MD","11:23:49","29211 Dietrich Roads",false,53.62,"Intelligent Steel Gloves",8,"New Olga",991419,true,false,"EWallet"
"9-5-2021",true,"Male",44084,"Automotive, Beauty & Computers",117848,"Parisian, Wolff and Gorczany","AL",54.09,"Retha Huels V","23:33:6","2912 Bechtelar Ramp",76.28,54.09,"Practical Steel Computer",1,"Jadyntown",0.12,true,false,"AMEX"
"8-12-2021",true,"Female",40996,"Automotive",446303,"Armstrong, Strosin and Altenwerth","WI",228.65,"Abigail Zemlak","7:6:53","2377 Foster Circle",61.15,45.73,"Intelligent Concrete Shoes",5,"Elianetown",false,44.60,true,"Cash"
"10-8-2021",13.44,"Female",81663,"Health",740939,"Larkin-McClure","NY",66.81,"Keshaun McCullough","20:35:25","90615 Larson Vista","CSS",66.81,"Sleek Cotton Pants",1,"Hilpertside",1967400,3713322,"index","Cash"
"10-5-2021",true,"Male",71244,"Outdoors, Clothing & Sports",982633,"Auer V","CT",26.80,"Estella Walter","15:47:20","5281 Dwight Creek",18.32,3.35,"Small Plastic Hat",8,"Adalbertoberg","synthesizing",false,"bandwidth","Cash"
"9-23-2021",4967331,"Female",83848,"Grocery",643390,"Lakin, O'Connell and Monahan","OR",95.85,"Kristy Towne PhD","3:19:35","41234 Lesch Ports",7827003,95.85,"Incredible Rubber Chair",1,"Roxaneburgh",3697364,"input","bus","Cash"
"10-2-2021",3120077,"Female",79257,"Garden & Books",836600,"Considine PhD","WY",124.08,"Bud Walker PhD","14:27:38","217 Angeline Roads","virtual",62.04,"Fantastic Steel Hat",2,"Tomasmouth",7.52,"transmit",false,"EWallet"
"6-29-2021",true,"Male",55129,"Games",120050,"Larkin-McClure","WY",158.86,"Marley Reichel","15:8:48","75728 Leonor Expressway",true,79.43,"Fantastic Rubber Hat",2,"West Manuel","calculate",65.79,25.58,"Visa"
"6-17-2021",8208455,"Female",31439,"Industrial & Sports",322712,"Armstrong, Strosin and Altenwerth","MS",425.60,"Finn O'Hara","2:10:55","19390 Rasheed Curve",74.24,53.20,"Fantastic Rubber Shoes",8,"Mayerburgh",true,"bluetooth",63.01,"Visa"
"10-19-2021",39.12,"Male",23104,"Garden, Books & Industrial",869048,"Considine PhD","CA",891.00,"Meggie Torphy","9:50:52","909 Maryjane Streets",false,99.00,"Fantastic Cotton Shoes",9,"Port Rudolph",true,21.79,false,"AMEX"
"9-14-2021",0.48,"Male",88969,"Health & Music",860733,"Parisian, Wolff and Gorczany","MT",216.88,"Rose Bailey","1:53:41","86918 Korbin Key",false,27.11,"Rustic Steel Computer",8,"Port Maria",93.43,false,1457089,"AMEX"
"8-22-2021",false,"Female",22038,"Beauty, Home & Movies",399053,"Kuphal, Spencer and Blanda","GA",98.70,"Ms. Myles Homenick","0:18:25","52461 Kaylee View","indexing",9.87,"Incredible Granite Shirt",10,"Rathmouth","JBOD",true,67.94,"Cash"
"9-17-2021","copying","Female",66065,"Electronics & Games",415075,"Kshlerin DDS","OK",153.54,"Wilhelmine Schuppe","2:22:50","3799 Mosciski Harbors","SQL",76.77,"Gorgeous Rubber Chair",2,"Lake Keeleyburgh",true,4997865,"quantify","Visa"
"5-23-2021","SMS","Male",12282,"Clothing & Sports",885590,"Auer V","NC",286.20,"Mr. Aida Volkman","6:37:59","35118 Bartoletti Viaduct","open-source",28.62,"Intelligent Cotton Car",10,"West Annalisestad","wireless",true,2638927,"AMEX"
"6-28-2021","programming","Female",83775,"Sports, Electronics & Tools",680781,"Larkin-McClure","IN",19.28,"Kane Lebsack","8:13:4","1576 Berneice Mall","multi-byte",4.82,"Practical Plastic Shirt",4,"Josiannefurt","back up","CSS",21.28,"MasterCard"
"9-23-2021","port","Female",42016,"Baby & Beauty",307361,"Kuphal, Spencer and Blanda","UT",59.15,"Eli Ernser","22:48:31","764 Miller Harbors",30.93,11.83,"Incredible Cotton Hat",5,"Danielstad","synthesize",false,2109751,"AMEX"
"3-13-2021",false,"Female",34955,"Outdoors",613582,"Armstrong, Strosin and Altenwerth","PA",265.59,"Mauricio Feil IV","13:44:24","9681 Bahringer Trail",38.57,88.53,"Awesome Concrete Shirt",3,"Joefurt",62.00,true,false,"AMEX"
"7-7-2021",false,"Male",23489,"Kids, Outdoors & Garden",106056,"Kshlerin DDS","NC",270.27,"Carson Koss Jr.","23:50:15","3608 Terrill Road",88.11,38.61,"Practical Cotton Pants",7,"Whitestad",23.28,false,76.10,"AMEX"
"8-25-2021",false,"Male",65326,"Sports, Shoes & Computers",496729,"Wiegand-Tillman","MO",89.22,"Jewell Towne","16:57:48","19849 Annabel Streets",true,14.87,"Rustic Plastic Shoes",6,"Allentown",22.10,true,"COM","Cash"
"10-9-2021",807330,"Male",87340,"Sports & Toys",936900,"Kshlerin DDS","WV",226.17,"Scot Schuster","4:4:8","13739 Connie Locks",20.37,32.31,"Sleek Cotton Pants",7,"Jerdeside",false,"1080p",false,"AMEX"
"10-23-2021",6643968,"Male",35996,"Computers & Sports",789590,"Larkin-McClure","NH",551.28,"Hosea Shields","1:11:43","85387 Kyla Divide","open-source",91.88,"Practical Cotton Gloves",6,"North Ethylshire",74.67,false,8476653,"AMEX"
"8-17-2021","redundant","Male",18414,"Jewelery & Movies",681700,"Parisian, Wolff and Gorczany","OH",113.96,"Beatrice King","14:6:46","8990 Ronaldo Inlet",45.93,28.49,"Fantastic Cotton Shoes",4,"Lake Sydnie",1564169,4921842,"backing up","EWallet"
"4-18-2021",98.26,"Female",29249,"Beauty",415205,"McClure, Block and Franecki","MT",775.80,"Ms. Alysson Paucek","18:54:54","78546 Sporer Vista",1486437,77.58,"Ergonomic Wooden Gloves",10,"North Effieshire",4632126,"pixel",17.30,"AMEX"
"9-30-2021",42.89,"Female",72240,"Tools, Toys & Books",239741,"Wiegand-Tillman","ND",671.58,"Ms. Karen Breitenberg","5:15:26","81352 Jonathan Roads",13.04,95.94,"Awesome Rubber Computer",7,"West Jewel","synthesize",false,61.71,"AMEX"
"9-25-2021",37.60,"Female",81237,"Jewelery",721424,"Auer V","MS",693.92,"Trystan Hintz","2:37:2","3972 McKenzie Parkway",true,86.74,"Incredible Granite Computer",8,"North Zoefort","COM",false,true,"AMEX"
"10-23-2021",8619797,"Female",56637,"Beauty",696653,"Lakin, O'Connell and Monahan","AZ",134.85,"Cathryn Rempel","18:17:48","8370 Isai Walk",42.45,26.97,"Small Granite Pants",5,"Schuppemouth",true,54.85,false,"AMEX"
"4-7-2021",94.87,"Female",45161,"Clothing & Garden",635167,"Parisian, Wolff and Gorczany","NY",75.90,"Gloria Frami","22:5:21","844 Cartwright Spur",true,12.65,"Practical Plastic Shoes",6,"North Timothymouth",false,89.19,79.93,"EWallet"
"10-25-2021",8348345,"Female",80016,"Kids & Grocery",968191,"Considine PhD","VA",70.37,"Markus Ondricka","6:25:11","5335 Wilber Parkway",false,70.37,"Rustic Wooden Gloves",1,"Martinberg",51.83,false,1.81,"Cash"
"7-5-2021","parsing","Male",76440,"Beauty",575769,"Parisian, Wolff and Gorczany","TX",355.14,"Akeem Effertz","9:56:35","496 Jovan Divide",3875954,59.19,"Gorgeous Granite Shoes",6,"Wintheiserport",true,"wireless","COM","Visa"
"10-23-2021",75.90,"Female",53803,"Clothing",226512,"Considine PhD","ME",390.46,"Gerard Dibbert DVM","10:20:25","8887 Romaguera Oval",1297881,55.78,"Incredible Cotton Pants",7,"Port Shanonland","solid state","SCSI",false,"EWallet"
"8-7-2021","connect","Male",16425,"Garden, Books & Automotive",404472,"Wiegand-Tillman","TX",59.54,"Rosario Walsh","1:57:46","383 Cronin Mountain",true,29.77,"Awesome Granite Shirt",2,"West Randaltown","copying","JSON",5307748,"AMEX"
"10-2-2021",false,"Female",54668,"Outdoors",671400,"Armstrong, Strosin and Altenwerth","NM",731.52,"Garett Hills Jr.","20:15:19","5893 Timmy Freeway",9439717,91.44,"Incredible Concrete Chair",8,"Stoltenbergstad",36.98,true,false,"AMEX"
"3-28-2021",84.97,"Female",42273,"Beauty",867841,"Larkin-McClure","VA",84.20,"Maribel Lemke","13:10:15","3114 Hadley Views",true,21.05,"Sleek Steel Pants",4,"Gretchenshire",false,80.54,"alarm","Visa"
"10-20-2021",7611887,"Female",95754,"Games & Books",456784,"Wiegand-Tillman","IA",443.00,"Roberto Gerlach","17:12:44","555 Rowe Court",89.45,88.60,"Small Steel Pants",5,"Lake Genevievestad",false,2.24,3585783,"Visa"
"8-22-2021",5104664,"Male",65707,"Music & Health",842047,"Auer V","MI",659.10,"Evangeline Heidenreich","15:7:56","414 Daija Road","bypassing",65.91,"Gorgeous Plastic Gloves",10,"Lake Darronbury",9044621,70.74,"hack","Visa"
"3-19-2021","solid state","Male",23733,"Home",140049,"Kshlerin DDS","CT",543.84,"Danial Bartoletti","3:25:43","63702 Bridie Fork",82.96,67.98,"Ergonomic Wooden Shoes",8,"Litteltown","SDD",1828876,31.72,"AMEX"
"3-9-2021","programming","Male",34345,"Health & Automotive",218589,"Kshlerin DDS","VT",612.70,"Mr. Natalie White","0:14:7","3344 Ima Track",78.10,61.27,"Rustic Wooden Chair",10,"Billybury",true,"navigate",false,"Visa"
"11-5-2020",false,"Male",17640,"Tools, Automotive & Computers",608792,"Lakin, O'Connell and Monahan","OR",111.66,"Donald Becker","8:15:56","7139 Ella Inlet","synthesizing",55.83,"Incredible Cotton Computer",2,"Jaredmouth",35.51,false,false,"AMEX"
"8-6-2021","calculating","Male",71821,"Health & Sports",797544,"McClure, Block and Franecki","AZ",486.16,"Katarina Wilderman V","15:6:33","602 Keebler Square","input",60.77,"Incredible Wooden Hat",8,"New Enosville",true,7063734,18.98,"Visa"
"3-16-2021",false,"Male",22985,"Toys & Sports",598404,"Kuphal, Spencer and Blanda","ND",70.22,"Christiana Krajcik","18:1:21","334 Sawayn Green",68.47,35.11,"Gorgeous Rubber Car",2,"Whitestad",false,90.61,40.99,"Cash"
"6-28-2021",20.90,"Male",19409,"Industrial, Electronics & Games",479929,"Armstrong, Strosin and Altenwerth","SD",69.72,"Nayeli Ebert","5:29:59","390 Ziemann Ridge",true,23.24,"Fantastic Rubber Pants",3,"Kutchland",99.50,48.98,11.91,"EWallet"
"10-20-2021",61.78,"Female",90283,"Jewelery & Tools",644080,"Auer V","MO",324.80,"Ms. Anna Keebler","16:19:48","20753 Joannie Radial",true,64.96,"Gorgeous Cotton Hat",5,"Lake Jamison",1783378,56.58,"COM","MasterCard"
"3-30-2021","index","Male",37715,"Movies & Outdoors",788338,"McClure, Block and Franecki","NJ",846.99,"Stone Hyatt","23:12:37","40860 Donald Summit",6688479,94.11,"Rustic Rubber Car",9,"Schuppeton","redundant",true,7483790,"MasterCard"
"9-29-2021",426386,"Male",36971,"Jewelery",880598,"Lakin, O'Connell and Monahan","VT",165.26,"Mireya West II","1:53:36","7645 Sidney Ports","XSS",82.63,"Gorgeous Plastic Shoes",2,"Giuseppeborough",2173239,"feed",63.61,"EWallet"
"3-17-2021","hacking","Male",32825,"Tools & Outdoors",620527,"Wiegand-Tillman","AL",337.59,"Jerald Huel","7:17:32","730 Westley Views",false,37.51,"Rustic Rubber Chair",9,"New Eriktown","navigating",11.39,2312008,"Cash"
"10-17-2021",77.62,"Female",76668,"Computers, Games & Electronics",253237,"Considine PhD","TX",781.44,"Nathan Nienow","12:29:25","8247 Spencer Burgs","backing up",97.68,"Rustic Concrete Gloves",8,"Carolannemouth",43.75,1245779,96.64,"EWallet"
"8-19-2021",false,"Male",42712,"Movies",375322,"Armstrong, Strosin and Altenwerth","VA",244.04,"Braulio Konopelski","6:13:34","568 Maryam Tunnel",false,61.01,"Sleek Cotton Computer",4,"Jerdebury",38.65,true,91.67,"AMEX"
"7-6-2021",true,"Male",34733,"Grocery, Home & Shoes",663701,"Auer V","ID",968.90,"Lavina Bartell","19:47:57","69264 Heidenreich Islands",40.04,96.89,"Ergonomic Wooden Gloves",10,"Daishaside",false,62.92,25.66,"Cash"
"4-20-2021",4.86,"Male",40155,"Shoes, Automotive & Garden",203019,"Lakin, O'Connell and Monahan","AZ",96.68,"Tamara Padberg MD","19:35:12","35268 Waelchi Cliff",false,96.68,"Awesome Concrete Hat",1,"New Jana",false,84.79,"program","AMEX"
"10-6-2021",27.53,"Female",67949,"Home & Electronics",460649,"Auer V","NY",7.36,"Felicity Howe","15:55:37","1333 Juanita Light",96.83,0.92,"Rustic Concrete Pants",8,"West Christa",9250819,22.12,false,"AMEX"
"8-1-2021",3773026,"Female",35690,"Automotive & Clothing",786970,"Parisian, Wolff and Gorczany","IA",159.20,"Lonzo Greenholt","4:24:24","7252 Monserrat Ways",91.72,19.90,"Gorgeous Plastic Hat",8,"New Cortney",false,"application","cross-platform","Cash"
"5-30-2021","USB","Female",33479,"Toys",233552,"Parisian, Wolff and Gorczany","RI",82.00,"Dr. Webster Bashirian","0:33:50","13472 Vena Way",false,41.00,"Intelligent Steel Computer",2,"Coralieside",2661915,"capacitor",75.39,"MasterCard"
"9-24-2021",8618950,"Female",62739,"Outdoors, Electronics & Games",449909,"Auer V","CT",141.40,"Kelsi Toy","19:6:28","65638 Schinner Green",7731544,35.35,"Practical Plastic Hat",4,"Lake Jaylonville","bus",6021197,"quantifying","Cash"
"7-13-2021",5727915,"Male",94064,"Health, Tools & Outdoors",509461,"Kshlerin DDS","TN",34.72,"Ashly Berge","7:11:59","999 Upton Passage","auxiliary",4.96,"Intelligent Steel Gloves",7,"New Alicia",true,"generating",true,"MasterCard"
"9-24-2021",11.28,"Female",64686,"Grocery & Home",747818,"Lakin, O'Connell and Monahan","FL",636.30,"Mia Marvin IV","15:45:35","8459 Maxie Radial",false,90.90,"Incredible Wooden Pants",7,"Aufderharside","hacking",93.57,54.14,"Visa"
"8-18-2021",72.21,"Female",86630,"Books",880237,"Wiegand-Tillman","WY",82.38,"Davonte O'Conner","5:59:45","592 Bode Road",true,82.38,"Awesome Wooden Shoes",1,"Frederiquehaven",65.59,false,true,"EWallet"
"4-27-2021",true,"Male",83100,"Tools & Jewelery",794405,"Lakin, O'Connell and Monahan","KY",956.30,"Leola Nitzsche","8:31:22","633 Rodriguez Shoal",false,95.63,"Sleek Steel Gloves",10,"Nicolettestad",29.77,false,82.75,"Visa"
"10-21-2021",true,"Female",45619,"Health",743125,"Considine PhD","WI",763.40,"Dr. Lafayette Erdman","20:49:23","385 Talia Stravenue",31.56,76.34,"Incredible Concrete Chair",10,"Gutmannview",false,54.80,false,"AMEX"
"9-2-2021",433116,"Female",57811,"Electronics",286184,"Lakin, O'Connell and Monahan","MI",543.90,"Ms. Corrine Hills","4:4:9","26667 Keith Glen",false,77.70,"Practical Plastic Chair",7,"Langoshburgh",5898566,"transmitter","synthesizing","EWallet"
"4-13-2021",91.85,"Male",92868,"Music",978573,"Parisian, Wolff and Gorczany","ND",370.96,"Mrs. Elenora Jacobi","14:30:41","98613 Tianna Walks",5185854,46.37,"Sleek Cotton Hat",8,"Shanahanton",6057391,"compressing",34.36,"MasterCard"
"10-19-2021","cross-platform","Male",68141,"Clothing & Toys",854893,"Auer V","NV",312.18,"Earlene Mohr","18:0:28","3821 Payton Stravenue",7993539,52.03,"Gorgeous Cotton Computer",6,"Armstrongchester",4785433,"cross-platform",5.20,"EWallet"
"8-11-2021",6232336,"Female",46481,"Electronics, Jewelery & Tools",621503,"Kshlerin DDS","AK",187.95,"Ms. Lonny Schinner","3:59:6","2513 Leif Mountains","SSL",37.59,"Small Plastic Shirt",5,"New Dixieton",24.23,true,"SMTP","AMEX"
"9-13-2021",26.09,"Male",29549,"Automotive & Electronics",357358,"Considine PhD","NH",459.84,"Miss Elaina Rice","6:34:11","965 Maiya Parks",false,76.64,"Fantastic Steel Hat",6,"DuBuqueport",2704687,81.99,false,"EWallet"
"7-25-2021",true,"Female",33654,"Games & Clothing",946537,"Parisian, Wolff and Gorczany","WI",25.80,"Rubie Kozey DVM","0:30:24","9697 Rau Village",false,4.30,"Fantastic Granite Car",6,"West Meaghanfort",false,43.41,33.03,"EWallet"
"2-10-2021",9.50,"Female",75230,"Home",664134,"Kshlerin DDS","VT",842.30,"Mrs. Elroy Bernier","1:30:16","13145 Upton Extension",false,84.23,"Incredible Concrete Table",10,"Goldaton",15.43,true,55.09,"EWallet"
"3-14-2021",true,"Female",25932,"Industrial",533576,"Auer V","UT",27.34,"Raegan Kassulke","19:44:45","936 Kautzer Vista",true,13.67,"Small Granite Hat",2,"West Kirstenshire","SCSI",8711556,5917021,"Cash"
